City/Town,Ward,Pct,JoinField,PresDem,PresRep,PresTot
Needham,-,C,Needham Precinct C,1407,385,1875
Needham,-,D,Needham Precinct D,1394,399,1876
Needham,-,E,Needham Precinct E,1508,422,2016
Needham,-,F,Needham Precinct F,1438,408,1934
Needham,-,G,Needham Precinct G,1519,414,2022
Needham,-,H,Needham Precinct H,1537,486,2131
Needham,-,I,Needham Precinct I,1679,371,2145
Needham,-,J,Needham Precinct J,1473,436,1980
New Ashford,-,1,New Ashford Precinct 1,93,65,164
New Bedford,1,A,New Bedford Ward 1 Precinct A,534,617,1183
New Bedford,1,A1,New Bedford Ward 1 Precinct A1,65,50,123
New Bedford,1,B,New Bedford Ward 1 Precinct B,640,726,1392
New Bedford,1,B1,New Bedford Ward 1 Precinct B1,58,44,104
New Bedford,1,C,New Bedford Ward 1 Precinct C,447,479,950
New Bedford,1,C1,New Bedford Ward 1 Precinct C1,92,93,190
New Bedford,1,D,New Bedford Ward 1 Precinct D,674,872,1593
New Bedford,1,E,New Bedford Ward 1 Precinct E,674,682,1383
New Bedford,1,F,New Bedford Ward 1 Precinct F,647,748,1427
New Bedford,2,A,New Bedford Ward 2 Precinct A,168,134,315
New Bedford,2,B,New Bedford Ward 2 Precinct B,227,260,502
New Bedford,2,C,New Bedford Ward 2 Precinct C,274,304,593
New Bedford,2,D,New Bedford Ward 2 Precinct D,544,435,1012
New Bedford,2,E,New Bedford Ward 2 Precinct E,536,666,1234
New Bedford,2,F,New Bedford Ward 2 Precinct F,414,456,908
New Bedford,3,A,New Bedford Ward 3 Precinct A,352,212,584
New Bedford,3,B,New Bedford Ward 3 Precinct B,325,274,616
New Bedford,3,C,New Bedford Ward 3 Precinct C,231,250,501
New Bedford,3,D,New Bedford Ward 3 Precinct D,383,370,775
New Bedford,3,E,New Bedford Ward 3 Precinct E,573,495,1102
New Bedford,3,F,New Bedford Ward 3 Precinct F,515,393,936
New Bedford,3,F1,New Bedford Ward 3 Precinct F1,240,196,446
New Bedford,4,A,New Bedford Ward 4 Precinct A,207,96,312
New Bedford,4,A1,New Bedford Ward 4 Precinct A1,217,108,339
New Bedford,4,B,New Bedford Ward 4 Precinct B,571,341,957
New Bedford,4,C,New Bedford Ward 4 Precinct C,663,277,976
New Bedford,4,D,New Bedford Ward 4 Precinct D,489,351,874
New Bedford,4,E,New Bedford Ward 4 Precinct E,486,355,861
New Bedford,4,F,New Bedford Ward 4 Precinct F,617,369,1015
New Bedford,5,A,New Bedford Ward 5 Precinct A,691,409,1125
New Bedford,5,B,New Bedford Ward 5 Precinct B,619,394,1046
New Bedford,5,C,New Bedford Ward 5 Precinct C,559,452,1034
New Bedford,5,D,New Bedford Ward 5 Precinct D,736,411,1190
New Bedford,5,E,New Bedford Ward 5 Precinct E,820,546,1396
New Bedford,5,F,New Bedford Ward 5 Precinct F,779,573,1396
New Bedford,6,A,New Bedford Ward 6 Precinct A,609,571,1213
New Bedford,6,B,New Bedford Ward 6 Precinct B,496,437,959
New Bedford,6,C,New Bedford Ward 6 Precinct C,287,267,573
New Bedford,6,D,New Bedford Ward 6 Precinct D,225,206,438
New Bedford,6,E,New Bedford Ward 6 Precinct E,272,268,555
New Bedford,6,F,New Bedford Ward 6 Precinct F,416,365,808
New Braintree,-,1,New Braintree Precinct 1,307,346,675
New Marlborough,-,1,New Marlborough Precinct 1,666,275,1002
New Salem,-,1,New Salem Precinct 1,420,260,714
Newbury,-,1,Newbury Precinct 1,1518,835,2455
Newbury,-,2,Newbury Precinct 2,1428,958,2446
Newburyport,1,1,Newburyport Ward 1 Precinct 1,1245,323,1630
Newburyport,1,P,Newburyport Ward 1 Precinct P,282,190,480
Newburyport,2,1,Newburyport Ward 2 Precinct 1,1545,438,2071
Newburyport,3,1,Newburyport Ward 3 Precinct 1,1661,501,2252
Newburyport,4,1,Newburyport Ward 4 Precinct 1,1569,527,2189
Newburyport,5,1,Newburyport Ward 5 Precinct 1,1199,615,1891
Newburyport,6,1,Newburyport Ward 6 Precinct 1,1310,684,2066
Newton,1,1,Newton Ward 1 Precinct 1,914,439,1427
Newton,1,2,Newton Ward 1 Precinct 2,1176,210,1448
Newton,1,2A,Newton Ward 1 Precinct 2A,58,12,75
Newton,1,3,Newton Ward 1 Precinct 3,1213,208,1478
Newton,1,4,Newton Ward 1 Precinct 4,981,438,1486
Newton,2,1,Newton Ward 2 Precinct 1,1149,255,1473
Newton,2,2,Newton Ward 2 Precinct 2,889,171,1121
Newton,2,3,Newton Ward 2 Precinct 3,1392,225,1692
Newton,2,4,Newton Ward 2 Precinct 4,1446,278,1827
Newton,3,1,Newton Ward 3 Precinct 1,1241,295,1593
Newton,3,2,Newton Ward 3 Precinct 2,1307,217,1598
Newton,3,3,Newton Ward 3 Precinct 3,1183,399,1645
Newton,3,4,Newton Ward 3 Precinct 4,1112,384,1565
Newton,4,1,Newton Ward 4 Precinct 1,1141,315,1514
Newton,4,2,Newton Ward 4 Precinct 2,1160,174,1385
Newton,4,3,Newton Ward 4 Precinct 3,882,184,1112
Newton,4,4,Newton Ward 4 Precinct 4,1081,328,1471
Newton,5,1,Newton Ward 5 Precinct 1,1094,290,1461
Newton,5,2,Newton Ward 5 Precinct 2,1289,200,1542
Newton,5,3,Newton Ward 5 Precinct 3,1484,216,1759
Newton,5,4,Newton Ward 5 Precinct 4,1445,200,1734
Newton,6,1,Newton Ward 6 Precinct 1,1134,309,1522
Newton,6,2,Newton Ward 6 Precinct 2,1230,196,1496
Newton,6,3,Newton Ward 6 Precinct 3,1451,176,1695
Newton,6,4,Newton Ward 6 Precinct 4,1504,217,1789
Newton,7,1,Newton Ward 7 Precinct 1,979,264,1336
Newton,7,2,Newton Ward 7 Precinct 2,1370,283,1728
Newton,7,3,Newton Ward 7 Precinct 3,386,87,492
Newton,7,4,Newton Ward 7 Precinct 4,593,163,826
Newton,8,1,Newton Ward 8 Precinct 1,1018,396,1488
Newton,8,2,Newton Ward 8 Precinct 2,1019,394,1511
Newton,8,3,Newton Ward 8 Precinct 3,1153,361,1594
Newton,8,4,Newton Ward 8 Precinct 4,971,415,1460
Norfolk,-,1,Norfolk Precinct 1,657,472,1177
Norfolk,-,2,Norfolk Precinct 2,1171,825,2073
Norfolk,-,3,Norfolk Precinct 3,960,737,1758
Norfolk,-,4,Norfolk Precinct 4,1107,709,1883
Northampton,1,A,Northampton Ward 1 Precinct A,958,144,1153
Northampton,1,B,Northampton Ward 1 Precinct B,1167,90,1317
Northampton,2,A,Northampton Ward 2 Precinct A,899,39,998
Northampton,2,B,Northampton Ward 2 Precinct B,728,52,824
Northampton,3,A,Northampton Ward 3 Precinct A,1017,139,1266
Northampton,3,B,Northampton Ward 3 Precinct B,1041,94,1245
Northampton,4,A,Northampton Ward 4 Precinct A,864,64,991
Northampton,4,B,Northampton Ward 4 Precinct B,1137,105,1327
Northampton,5,A,Northampton Ward 5 Precinct A,947,128,1124
Northampton,5,B,Northampton Ward 5 Precinct B,1141,113,1315
Northampton,6,A,Northampton Ward 6 Precinct A,1165,317,1548
Northampton,6,B,Northampton Ward 6 Precinct B,1259,209,1519
Northampton,7,A,Northampton Ward 7 Precinct A,1057,142,1256
Northampton,7,B,Northampton Ward 7 Precinct B,1097,164,1332
Northborough,-,1,Northborough Precinct 1,1421,774,2296
Northborough,-,2,Northborough Precinct 2,1443,688,2231
Northborough,-,3,Northborough Precinct 3,1517,730,2361
Northborough,-,4,Northborough Precinct 4,1470,777,2352
Northbridge,-,1,Northbridge Precinct 1,1061,872,2021
Northbridge,-,2,Northbridge Precinct 2,808,793,1682
Northbridge,-,3,Northbridge Precinct 3,710,784,1549
Northbridge,-,4,Northbridge Precinct 4,953,1067,2101
Northbridge,-,5,Northbridge Precinct 5,841,999,1923
Northfield,-,1,Northfield Precinct 1,1179,689,1954
Norton,-,1,Norton Precinct 1,1016,956,2025
Norton,-,2,Norton Precinct 2,1283,1208,2558
Norton,-,3,Norton Precinct 3,1283,1208,2558
Norton,-,4,Norton Precinct 4,1069,1007,2132
Norton,-,5,Norton Precinct 5,695,654,1386
Norwell,-,1,Norwell Precinct 1,1200,947,2233
Norwell,-,2,Norwell Precinct 2,1341,1097,2541
Norwell,-,3,Norwell Precinct 3,1383,886,2381
Norwood,-,1,Norwood Precinct 1,1181,666,1908
Norwood,-,2,Norwood Precinct 2,1065,665,1798
Norwood,-,3,Norwood Precinct 3,1167,693,1946
Norwood,-,4,Norwood Precinct 4,1272,759,2108
Norwood,-,5,Norwood Precinct 5,840,426,1309
Norwood,-,6,Norwood Precinct 6,780,626,1468
Norwood,-,7,Norwood Precinct 7,1085,736,1881
Norwood,-,8,Norwood Precinct 8,1156,754,1996
Norwood,-,9,Norwood Precinct 9,1020,831,1930
Oak Bluffs,-,1,Oak Bluffs Precinct 1,2247,798,3130
Oakham,-,1,Oakham Precinct 1,514,720,1266
Orange,-,1,Orange Precinct 1,878,1015,1959
Orange,-,2,Orange Precinct 2,1001,927,1985
Orleans,-,1,Orleans Precinct 1,1711,606,2403
Orleans,-,2,Orleans Precinct 2,1514,827,2419
Otis,-,1,Otis Precinct 1,549,489,1073
Oxford,-,1,Oxford Precinct 1,840,1090,2000
Oxford,-,2,Oxford Precinct 2,838,944,1831
Oxford,-,3,Oxford Precinct 3,858,1026,1926
Oxford,-,4,Oxford Precinct 4,765,1005,1821
Oxford,-,4A,Oxford Precinct 4A,9,19,32
Palmer,-,1,Palmer Precinct 1,762,945,1766
Palmer,-,2,Palmer Precinct 2,697,1012,1758
Palmer,-,3,Palmer Precinct 3,666,664,1377
Palmer,-,4,Palmer Precinct 4,630,899,1564
Paxton,-,1,Paxton Precinct 1,1557,1350,2997
Peabody,1,1,Peabody Ward 1 Precinct 1,920,795,1777
Peabody,1,2,Peabody Ward 1 Precinct 2,856,908,1813
Peabody,1,3,Peabody Ward 1 Precinct 3,937,1014,1994
Peabody,2,1,Peabody Ward 2 Precinct 1,646,454,1129
Peabody,2,2,Peabody Ward 2 Precinct 2,627,495,1151
Peabody,2,3,Peabody Ward 2 Precinct 3,761,701,1502
Peabody,3,1,Peabody Ward 3 Precinct 1,498,408,942
Peabody,3,2,Peabody Ward 3 Precinct 2,690,550,1289
Peabody,3,3,Peabody Ward 3 Precinct 3,754,633,1437
Peabody,4,1,Peabody Ward 4 Precinct 1,801,706,1569
Peabody,4,2,Peabody Ward 4 Precinct 2,568,541,1144
Peabody,4,3,Peabody Ward 4 Precinct 3,311,304,632
Peabody,4,3A,Peabody Ward 4 Precinct 3A,1142,331,1519
Peabody,5,1,Peabody Ward 5 Precinct 1,987,898,1939
Peabody,5,2,Peabody Ward 5 Precinct 2,649,797,1479
Peabody,5,3,Peabody Ward 5 Precinct 3,797,804,1648
Peabody,6,1,Peabody Ward 6 Precinct 1,948,1101,2106
Peabody,6,2,Peabody Ward 6 Precinct 2,799,1051,1889
Peabody,6,3,Peabody Ward 6 Precinct 3,880,1193,2139
Pelham,-,1,Pelham Precinct 1,743,88,861
Pembroke,-,1,Pembroke Precinct 1,1199,1189,2478
Pembroke,-,2,Pembroke Precinct 2,986,1131,2197
Pembroke,-,3,Pembroke Precinct 3,1039,1216,2320
Pembroke,-,3A,Pembroke Precinct 3A,14,4,18
Pembroke,-,4,Pembroke Precinct 4,1100,1216,2407
Pembroke,-,5,Pembroke Precinct 5,1082,1036,2184
Pepperell,-,1,Pepperell Precinct 1,861,808,1736
Pepperell,-,2,Pepperell Precinct 2,1052,933,2072
Pepperell,-,3,Pepperell Precinct 3,933,901,1913
Pepperell,-,4,Pepperell Precinct 4,883,715,1655
Peru,-,1,Peru Precinct 1,256,244,528
Petersham,-,1,Petersham Precinct 1,518,352,901
Phillipston,-,1,Phillipston Precinct 1,438,697,1170
Pittsfield,1,A,Pittsfield Ward 1 Precinct A,751,330,1112
Pittsfield,1,B,Pittsfield Ward 1 Precinct B,1053,448,1550
Pittsfield,2,A,Pittsfield Ward 2 Precinct A,571,243,841
Pittsfield,2,B,Pittsfield Ward 2 Precinct B,1143,418,1605
Pittsfield,3,A,Pittsfield Ward 3 Precinct A,1310,381,1747
Pittsfield,3,B,Pittsfield Ward 3 Precinct B,1332,502,1888
Pittsfield,4,A,Pittsfield Ward 4 Precinct A,1324,403,1796
Pittsfield,4,B,Pittsfield Ward 4 Precinct B,1433,565,2049
Pittsfield,5,A,Pittsfield Ward 5 Precinct A,1028,347,1427
Pittsfield,5,B,Pittsfield Ward 5 Precinct B,1093,516,1656
Pittsfield,6,A,Pittsfield Ward 6 Precinct A,1102,354,1507
Pittsfield,6,B,Pittsfield Ward 6 Precinct B,763,286,1085
Pittsfield,7,A,Pittsfield Ward 7 Precinct A,627,382,1042
Pittsfield,7,B,Pittsfield Ward 7 Precinct B,1098,483,1641
Plainfield,-,1,Plainfield Precinct 1,274,136,432
Plainville,-,1,Plainville Precinct 1,852,811,1747
Plainville,-,2,Plainville Precinct 2,962,878,1909
Plainville,-,3,Plainville Precinct 3,968,944,2000
Plymouth,-,1,Plymouth Precinct 1,916,668,1635
Plymouth,-,10,Plymouth Precinct 10,1203,1095,2366
Plymouth,-,11,Plymouth Precinct 11,1155,1120,2346
Plymouth,-,12,Plymouth Precinct 12,918,1012,2001
Plymouth,-,13,Plymouth Precinct 13,1242,1066,2383
Plymouth,-,14,Plymouth Precinct 14,1091,1286,2457
Plymouth,-,15,Plymouth Precinct 15,2204,1144,3465
Plymouth,-,16,Plymouth Precinct 16,1488,980,2530
Plymouth,-,17,Plymouth Precinct 17,1548,1263,2896
Plymouth,-,18,Plymouth Precinct 18,761,749,1575
Plymouth,-,2,Plymouth Precinct 2,1063,816,1946
Plymouth,-,3,Plymouth Precinct 3,1184,746,2009
Plymouth,-,4,Plymouth Precinct 4,1116,822,2018
Plymouth,-,5,Plymouth Precinct 5,1062,893,2026
Plymouth,-,6,Plymouth Precinct 6,1328,971,2383
Plymouth,-,7,Plymouth Precinct 7,1180,999,2254
Plymouth,-,8,Plymouth Precinct 8,1273,1120,2464
Plymouth,-,9,Plymouth Precinct 9,926,1081,2081
Plympton,-,1,Plympton Precinct 1,878,1061,2000
Princeton,-,1,Princeton Precinct 1,1466,996,2559
Provincetown,-,1,Provincetown Precinct 1,2429,191,2671
Quincy,1,1,Quincy Ward 1 Precinct 1,756,425,1238
Quincy,1,2,Quincy Ward 1 Precinct 2,636,439,1119
Quincy,1,3,Quincy Ward 1 Precinct 3,947,330,1336
Quincy,1,4,Quincy Ward 1 Precinct 4,1053,904,2028
Quincy,1,5,Quincy Ward 1 Precinct 5,1065,938,2076
Quincy,2,1,Quincy Ward 2 Precinct 1,660,399,1118
Quincy,2,2,Quincy Ward 2 Precinct 2,749,407,1199
Quincy,2,3,Quincy Ward 2 Precinct 3,533,299,868
Quincy,2,4,Quincy Ward 2 Precinct 4,695,472,1218
Quincy,2,5,Quincy Ward 2 Precinct 5,804,465,1330
Quincy,3,1,Quincy Ward 3 Precinct 1,1119,574,1781
Quincy,3,2,Quincy Ward 3 Precinct 2,894,435,1389
Quincy,3,3,Quincy Ward 3 Precinct 3,695,457,1186
Quincy,3,4,Quincy Ward 3 Precinct 4,952,692,1706
Quincy,3,5,Quincy Ward 3 Precinct 5,734,382,1162
Quincy,4,1,Quincy Ward 4 Precinct 1,893,469,1411
Quincy,4,2,Quincy Ward 4 Precinct 2,939,642,1650
Quincy,4,3,Quincy Ward 4 Precinct 3,1093,716,1886
Quincy,4,4,Quincy Ward 4 Precinct 4,734,349,1126
Quincy,4,5,Quincy Ward 4 Precinct 5,721,424,1192
Quincy,5,1,Quincy Ward 5 Precinct 1,445,217,695
Quincy,5,1A,Quincy Ward 5 Precinct 1A,289,160,471
Quincy,5,2,Quincy Ward 5 Precinct 2,854,360,1254
Quincy,5,3,Quincy Ward 5 Precinct 3,1208,520,1829
Quincy,5,4,Quincy Ward 5 Precinct 4,746,401,1197
Quincy,5,5,Quincy Ward 5 Precinct 5,956,582,1610
Quincy,6,1,Quincy Ward 6 Precinct 1,808,473,1350
Quincy,6,2,Quincy Ward 6 Precinct 2,798,388,1247
Quincy,6,3,Quincy Ward 6 Precinct 3,975,595,1623
Quincy,6,4,Quincy Ward 6 Precinct 4,723,379,1155
Quincy,6,5,Quincy Ward 6 Precinct 5,1177,917,2175
Randolph,-,1,Randolph Precinct 1,1188,336,1577
Randolph,-,10,Randolph Precinct 10,1029,375,1444
Randolph,-,11,Randolph Precinct 11,916,374,1330
Randolph,-,12,Randolph Precinct 12,905,332,1270
Randolph,-,2,Randolph Precinct 2,976,244,1266
Randolph,-,3,Randolph Precinct 3,883,226,1147
Randolph,-,4,Randolph Precinct 4,1067,338,1449
Randolph,-,5,Randolph Precinct 5,1038,308,1387
Randolph,-,6,Randolph Precinct 6,680,169,882
Randolph,-,7,Randolph Precinct 7,847,330,1226
Randolph,-,8,Randolph Precinct 8,901,304,1233
Randolph,-,9,Randolph Precinct 9,980,252,1295
Raynham,-,1,Raynham Precinct 1,1011,1164,2251
Raynham,-,2,Raynham Precinct 2,608,667,1324
Raynham,-,2A,Raynham Precinct 2A,362,489,886
Raynham,-,3,Raynham Precinct 3,1132,1221,2439
Raynham,-,4,Raynham Precinct 4,928,1110,2098
Raynham,-,4A,Raynham Precinct 4A,18,43,61
Reading,-,1,Reading Precinct 1,1361,809,2257
Reading,-,2,Reading Precinct 2,1228,657,1948
Reading,-,3,Reading Precinct 3,1274,786,2125
Reading,-,4,Reading Precinct 4,1309,623,2009
Reading,-,5,Reading Precinct 5,1316,612,2013
Reading,-,6,Reading Precinct 6,1388,706,2171
Reading,-,7,Reading Precinct 7,1377,663,2113
Reading,-,8,Reading Precinct 8,1178,751,2014
Rehoboth,-,1,Rehoboth Precinct 1,834,1159,2067
Rehoboth,-,2,Rehoboth Precinct 2,888,1069,2000
Rehoboth,-,3,Rehoboth Precinct 3,824,1078,1950
Rehoboth,-,4,Rehoboth Precinct 4,909,1195,2162
Revere,1,1,Revere Ward 1 Precinct 1,597,429,1081
Revere,1,2,Revere Ward 1 Precinct 2,664,458,1177
Revere,1,3,Revere Ward 1 Precinct 3,490,342,872
Revere,2,1,Revere Ward 2 Precinct 1,433,274,749
Revere,2,2,Revere Ward 2 Precinct 2,615,320,976
Revere,2,3,Revere Ward 2 Precinct 3,191,116,323
Revere,2,3A,Revere Ward 2 Precinct 3A,59,32,94
Revere,3,1,Revere Ward 3 Precinct 1,443,433,910
Revere,3,2,Revere Ward 3 Precinct 2,479,440,973
Revere,3,3,Revere Ward 3 Precinct 3,494,404,938
Revere,4,1,Revere Ward 4 Precinct 1,594,527,1168
Revere,4,2,Revere Ward 4 Precinct 2,466,421,924
Revere,4,3,Revere Ward 4 Precinct 3,571,528,1136
Revere,5,1,Revere Ward 5 Precinct 1,498,417,950
Revere,5,1A,Revere Ward 5 Precinct 1A,374,247,643
Revere,5,2,Revere Ward 5 Precinct 2,644,427,1131
Revere,5,3,Revere Ward 5 Precinct 3,504,423,975
Revere,6,1,Revere Ward 6 Precinct 1,541,718,1294
Revere,6,2,Revere Ward 6 Precinct 2,524,712,1283
Revere,6,3,Revere Ward 6 Precinct 3,530,434,996
Richmond,-,1,Richmond Precinct 1,772,213,1019
Rochester,-,1,Rochester Precinct 1,1665,2225,4033
Rockland,-,1,Rockland Precinct 1,912,794,1767
Rockland,-,2,Rockland Precinct 2,875,893,1833
Rockland,-,3,Rockland Precinct 3,717,609,1374
Rockland,-,4,Rockland Precinct 4,672,726,1439
Rockland,-,5,Rockland Precinct 5,728,850,1631
Rockland,-,6,Rockland Precinct 6,822,857,1733
Rockport,-,1,Rockport Precinct 1,914,334,1296
Rockport,-,2,Rockport Precinct 2,1266,468,1788
Rockport,-,3,Rockport Precinct 3,1545,530,2148
Rowe,-,1,Rowe Precinct 1,139,121,265
Rowley,-,1,Rowley Precinct 1,2063,1919,4120
Royalston,-,1,Royalston Precinct 1,392,391,814
Russell,-,1,Russell Precinct 1,350,524,911
Rutland,-,1,Rutland Precinct 1,878,1122,2073
Rutland,-,2,Rutland Precinct 2,793,940,1797
Rutland,-,3,Rutland Precinct 3,1065,973,2099
S. Hadley,-,A,S. Hadley Precinct A,1193,683,1935
S. Hadley,-,B,S. Hadley Precinct B,1416,696,2200
S. Hadley,-,C,S. Hadley Precinct C,1351,883,2316
S. Hadley,-,D,S. Hadley Precinct D,910,322,1294
S. Hadley,-,E,S. Hadley Precinct E,1367,806,2258
Salem,1,1,Salem Ward 1 Precinct 1,1476,425,1986
Salem,1,2,Salem Ward 1 Precinct 2,617,236,896
Salem,2,1,Salem Ward 2 Precinct 1,1497,333,1907
Salem,2,2,Salem Ward 2 Precinct 2,1700,316,2073
Salem,3,1,Salem Ward 3 Precinct 1,1060,430,1548
Salem,3,2,Salem Ward 3 Precinct 2,1053,546,1659
Salem,4,1,Salem Ward 4 Precinct 1,950,560,1564
Salem,4,2,Salem Ward 4 Precinct 2,1047,685,1809
Salem,5,1,Salem Ward 5 Precinct 1,1345,385,1807
Salem,5,2,Salem Ward 5 Precinct 2,1116,321,1519
Salem,6,1,Salem Ward 6 Precinct 1,1212,403,1671
Salem,6,2,Salem Ward 6 Precinct 2,1357,474,1897
Salem,7,1,Salem Ward 7 Precinct 1,931,336,1312
Salem,7,2,Salem Ward 7 Precinct 2,1175,517,1756
Salisbury,-,1,Salisbury Precinct 1,995,851,1908
Salisbury,-,2,Salisbury Precinct 2,913,868,1827
Salisbury,-,3,Salisbury Precinct 3,749,1008,1822
Sandisfield,-,1,Sandisfield Precinct 1,280,212,507
Sandwich,-,1,Sandwich Precinct 1,1455,978,2516
Sandwich,-,2,Sandwich Precinct 2,1360,952,2373
Sandwich,-,3,Sandwich Precinct 3,1190,994,2259
Sandwich,-,4,Sandwich Precinct 4,1167,1101,2337
Sandwich,-,5,Sandwich Precinct 5,1082,990,2141
Sandwich,-,6,Sandwich Precinct 6,1002,1064,2144
Saugus,-,1,Saugus Precinct 1,653,713,1405
Saugus,-,10,Saugus Precinct 10,558,734,1329
Saugus,-,2,Saugus Precinct 2,680,696,1408
Saugus,-,3,Saugus Precinct 3,665,774,1484
Saugus,-,4,Saugus Precinct 4,715,803,1564
Saugus,-,5,Saugus Precinct 5,698,958,1708
Saugus,-,6,Saugus Precinct 6,648,756,1468
Saugus,-,7,Saugus Precinct 7,620,942,1609
Saugus,-,8,Saugus Precinct 8,676,801,1517
Saugus,-,9,Saugus Precinct 9,704,935,1682
Savoy,-,1,Savoy Precinct 1,213,211,437
Scituate,-,1,Scituate Precinct 1,1333,829,2253
Scituate,-,2,Scituate Precinct 2,1390,778,2256
Scituate,-,3,Scituate Precinct 3,1347,755,2193
Scituate,-,4,Scituate Precinct 4,1372,912,2368
Scituate,-,5,Scituate Precinct 5,1346,719,2139
Scituate,-,6,Scituate Precinct 6,1441,843,2366
Seekonk,-,1,Seekonk Precinct 1,1042,1128,2240
Seekonk,-,2,Seekonk Precinct 2,1293,1181,2569
Seekonk,-,3,Seekonk Precinct 3,1015,1094,2166
Seekonk,-,4,Seekonk Precinct 4,1042,1080,2196
Sharon,-,1,Sharon Precinct 1,1543,544,2197
Sharon,-,2,Sharon Precinct 2,1468,507,2096
Sharon,-,3,Sharon Precinct 3,1561,554,2243
Sharon,-,4,Sharon Precinct 4,1533,508,2180
Sharon,-,5,Sharon Precinct 5,1470,618,2190
Sheffield,-,1,Sheffield Precinct 1,1373,572,2039
Shelburne,-,1,Shelburne Precinct 1,914,261,1236
Sherborn,-,1,Sherborn Precinct 1,2089,566,2806
Shirley,-,1,Shirley Precinct 1,2030,1536,3704
Shrewsbury,-,1,Shrewsbury Precinct 1,1325,920,2337
Shrewsbury,-,10,Shrewsbury Precinct 10,1139,681,1946
Shrewsbury,-,2,Shrewsbury Precinct 2,1128,778,1983
Shrewsbury,-,3,Shrewsbury Precinct 3,861,657,1596
Shrewsbury,-,4,Shrewsbury Precinct 4,1233,853,2203
Shrewsbury,-,5,Shrewsbury Precinct 5,1187,611,1881
Shrewsbury,-,6,Shrewsbury Precinct 6,1221,723,2055
Shrewsbury,-,7,Shrewsbury Precinct 7,1384,755,2279
Shrewsbury,-,8,Shrewsbury Precinct 8,1461,896,2480
Shrewsbury,-,9,Shrewsbury Precinct 9,913,504,1488
Shutesbury,-,1,Shutesbury Precinct 1,1030,169,1264
Somerset,-,1,Somerset Precinct 1,1111,1174,2330
Somerset,-,2,Somerset Precinct 2,1061,1166,2298
Somerset,-,3,Somerset Precinct 3,1109,1082,2257
Somerset,-,4,Somerset Precinct 4,977,1070,2110
Somerset,-,5,Somerset Precinct 5,941,1137,2136
Somerville,1,1,Somerville Ward 1 Precinct 1,959,240,1268
Somerville,1,2,Somerville Ward 1 Precinct 2,787,198,1032
Somerville,1,3,Somerville Ward 1 Precinct 3,1003,228,1290
Somerville,1,4,Somerville Ward 1 Precinct 4,568,123,720
Somerville,1,4A,Somerville Ward 1 Precinct 4A,283,70,378
Somerville,2,1,Somerville Ward 2 Precinct 1,774,93,933
Somerville,2,1A,Somerville Ward 2 Precinct 1A,493,32,563
Somerville,2,2,Somerville Ward 2 Precinct 2,1235,109,1449
Somerville,2,3,Somerville Ward 2 Precinct 3,1243,112,1459
Somerville,2,4,Somerville Ward 2 Precinct 4,1318,114,1528
Somerville,3,1,Somerville Ward 3 Precinct 1,1339,156,1578
Somerville,3,2,Somerville Ward 3 Precinct 2,1197,185,1470
Somerville,3,3,Somerville Ward 3 Precinct 3,1371,147,1615
Somerville,3,4,Somerville Ward 3 Precinct 4,1365,118,1563
Somerville,4,1,Somerville Ward 4 Precinct 1,865,301,1224
Somerville,4,2,Somerville Ward 4 Precinct 2,729,116,897
Somerville,4,2A,Somerville Ward 4 Precinct 2A,280,61,360
Somerville,4,3,Somerville Ward 4 Precinct 3,1210,201,1501
Somerville,4,4,Somerville Ward 4 Precinct 4,768,190,1001
Somerville,5,1,Somerville Ward 5 Precinct 1,1295,214,1583
Somerville,5,2,Somerville Ward 5 Precinct 2,1382,147,1617
Somerville,5,3,Somerville Ward 5 Precinct 3,1363,160,1599
Somerville,5,4,Somerville Ward 5 Precinct 4,1506,125,1732
Somerville,6,1,Somerville Ward 6 Precinct 1,1589,112,1797
Somerville,6,2,Somerville Ward 6 Precinct 2,1621,126,1872
Somerville,6,3,Somerville Ward 6 Precinct 3,234,29,277
Somerville,6,3A,Somerville Ward 6 Precinct 3A,205,40,264
Somerville,6,4,Somerville Ward 6 Precinct 4,1542,129,1751
Somerville,7,1,Somerville Ward 7 Precinct 1,1556,118,1764
Somerville,7,2,Somerville Ward 7 Precinct 2,1057,163,1300
Somerville,7,3,Somerville Ward 7 Precinct 3,937,217,1216
Somerville,7,4,Somerville Ward 7 Precinct 4,1144,138,1363
Southampton,-,1,Southampton Precinct 1,1056,882,2005
Southampton,-,2,Southampton Precinct 2,1064,944,2083
Southborough,-,1,Southborough Precinct 1,1435,575,2109
Southborough,-,2,Southborough Precinct 2,1340,630,2049
Southborough,-,3,Southborough Precinct 3,1360,613,2088
Southbridge,-,1,Southbridge Precinct 1,723,655,1424
Southbridge,-,2,Southbridge Precinct 2,555,522,1114
Southbridge,-,3,Southbridge Precinct 3,655,806,1507
Southbridge,-,4,Southbridge Precinct 4,1016,917,2009
Southbridge,-,5,Southbridge Precinct 5,552,430,1020
Southwick,-,1,Southwick Precinct 1,814,1366,2250
Southwick,-,2,Southwick Precinct 2,648,981,1678
Southwick,-,3,Southwick Precinct 3,827,1083,1954
Spencer,-,1,Spencer Precinct 1,716,827,1590
Spencer,-,2,Spencer Precinct 2,633,747,1415
Spencer,-,3,Spencer Precinct 3,657,1028,1730
Spencer,-,4,Spencer Precinct 4,785,875,1716
Springfield,1,A,Springfield Ward 1 Precinct A,327,172,525
Springfield,1,B,Springfield Ward 1 Precinct B,417,174,613
