City/Town,Ward,Pct,JoinField,PresDem,PresRep,PresTot
Wrentham,-,3,Wrentham Precinct 3,990,867,1935
Wrentham,-,4,Wrentham Precinct 4,1007,955,2046
Yarmouth,-,1,Yarmouth Precinct 1,1315,865,2253
Yarmouth,-,2,Yarmouth Precinct 2,1282,833,2176
Yarmouth,-,3,Yarmouth Precinct 3,841,749,1629
Yarmouth,-,4,Yarmouth Precinct 4,1091,795,1927
Yarmouth,-,5,Yarmouth Precinct 5,897,837,1786
Yarmouth,-,6,Yarmouth Precinct 6,1053,700,1807
Yarmouth,-,7,Yarmouth Precinct 7,1369,858,2285
Yarmouth,-,8,Yarmouth Precinct 8,761,572,1375
Yarmouth,-,8A,Yarmouth Precinct 8A,137,127,269
