PCTNUM,PRECINCTNA,CDE_COUNTY,COUNTYNAME,Registered Voters,Harris,Trump,Oliver,Stein,Write-in,PresTot,Gallego,Lake,Quintana,Write-in,SenTot,Engel,Ciscomani,Eastwood,Write-in,"GRIJALVA, RAÃšL M.","BUTIEREZ SR., DANIEL FRANCIS",Write-in,"SHAH, AMISH","SCHWEIKERT, DAVID",Write-in,"NEZ, JONATHAN","CRANE, ELI",Write-in,"ANSARI, YASSAMIN","ZINK, JEFF","AVERSA, ALAN",Write-in,"STANTON, GREG","COOPER, KELLY","BECK-JONES, VINCENT",Write-in,"SCHAFFNER, KATRINA","BIGGS, ANDY",Write-in,"WHITTEN, GREGORY","HAMADEH, ABRAHAM ""ABE""",Write-in,"SMITH, QUACY","GOSAR, PAUL",Write-in
MC0618,0618 PARK CENTRAL,MC,Maricopa,5537,3381,960,20,43,23,4427,3464,798,102,10,4374,0,0,0,0,0,0,0,0,0,0,0,0,0,3279,852,71,12,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0619,0619 PARK MEADOWS,MC,Maricopa,1360,487,688,3,8,4,1190,509,639,17,6,1171,0,0,0,0,0,0,0,464,686,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0620,0620 PARKRIDGE,MC,Maricopa,4940,1512,2574,18,18,21,4143,1663,2318,69,12,4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,2387,6,0,0,0
MC0621,0621 PARKWOOD,MC,Maricopa,2391,737,1347,10,8,7,2109,812,1238,27,3,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,1284,2,0,0,0,0,0,0
MC0622,0622 PASEO,MC,Maricopa,908,275,498,4,3,1,781,297,448,19,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,457,4,0,0,0
MC0623,0623 PAYNE,MC,Maricopa,915,210,605,4,3,3,825,237,557,10,2,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,582,2,0,0,0,0,0,0
MC0624,0624 PEACH TREE,MC,Maricopa,4079,1609,1999,10,14,10,3642,1750,1818,49,3,3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,1990,0,0,0,0,0,0,0
MC0625,0625 PEAK VIEW,MC,Maricopa,2751,854,1637,12,8,11,2522,930,1537,15,5,2487,0,0,0,0,0,0,0,822,1623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0626,0626 PEBBLE CREEK,MC,Maricopa,7453,2920,4057,22,11,30,7040,3084,3810,75,13,6982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705,4097,3
MC0627,0627 PECK,MC,Maricopa,1876,620,335,3,6,12,976,665,249,47,1,962,0,0,0,0,0,0,0,0,0,0,0,0,0,592,265,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0628,0628 PECOS,MC,Maricopa,2997,1356,1249,12,15,14,2646,1464,1120,37,3,2624,0,0,0,0,0,0,0,1290,1214,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0629,0629 PEE-POSH,MC,Maricopa,444,194,35,0,0,0,229,191,28,6,0,225,0,0,0,0,0,0,0,0,0,0,179,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0630,0630 PEGASUS,MC,Maricopa,2387,791,1238,7,10,11,2057,853,1124,31,7,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,1173,7,0,0,0,0,0,0
MC0631,0631 PENA,MC,Maricopa,3814,1486,693,8,12,5,2204,1581,545,67,3,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,530,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0632,0632 PENNY LANE,MC,Maricopa,1463,554,334,4,3,6,901,586,274,31,2,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,303,17,1,0,0,0,0,0,0,0,0,0
MC0633,0633 PEORIA HEIGHTS,MC,Maricopa,2917,992,854,9,10,3,1868,1046,732,61,2,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,767,6,0,0,0
MC0634,0634 PEPPERWOOD,MC,Maricopa,3199,1585,782,14,29,10,2420,1667,641,71,8,2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,702,63,5,0,0,0,0,0,0,0,0,0
MC0635,0635 PERRY PARK,MC,Maricopa,724,302,127,2,7,0,438,314,103,16,2,435,0,0,0,0,0,0,0,0,0,0,0,0,0,288,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0636,0636 PERRYVILLE,MC,Maricopa,1023,315,447,1,3,3,769,350,391,19,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,400,0
MC0637,0637 PHELPS,MC,Maricopa,2422,684,1253,6,9,9,1961,753,1127,50,5,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,1125,1,0,0,0
MC0638,0638 PICADILLY,MC,Maricopa,2374,1095,889,14,6,7,2011,1164,788,23,5,1980,0,0,0,0,0,0,0,1077,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0639,0639 PIERCE,MC,Maricopa,2111,1065,548,7,14,9,1643,1107,476,47,2,1632,0,0,0,0,0,0,0,1053,517,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0640,0640 PILGRIM,MC,Maricopa,5962,2175,2312,26,36,17,4566,2322,2058,123,3,4506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,2196,82,4,0,0,0,0,0,0,0,0,0
MC0641,0641 PILLAR,MC,Maricopa,3407,1252,1673,12,11,5,2953,1353,1459,53,6,2871,0,0,0,0,0,0,0,1249,1559,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0642,0642 PIMA,MC,Maricopa,2666,1132,1159,13,10,17,2331,1227,1031,33,10,2301,0,0,0,0,0,0,0,1086,1144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0643,0643 PINE VALLEY,MC,Maricopa,4015,1440,2057,8,14,12,3531,1544,1879,36,9,3468,0,0,0,0,0,0,0,1356,2012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0644,0644 PINNACLE PEAK,MC,Maricopa,4466,1486,2601,12,5,16,4120,1617,2403,24,6,4050,0,0,0,0,0,0,0,1382,2617,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0645,0645 PINNACLE WEST,MC,Maricopa,3402,1309,1739,4,8,3,3063,1400,1586,23,4,3013,0,0,0,0,0,0,0,1201,1763,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0646,0646 PINON,MC,Maricopa,4591,1779,1898,21,30,14,3742,1890,1670,92,9,3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,1808,5,0,0,0,0,0,0
MC0647,0647 PINTO,MC,Maricopa,3408,1485,1451,20,17,16,2989,1578,1318,48,5,2949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,1418,25,0,0,0,0,0,0,0,0,0,0
MC0648,0648 PIONEER,MC,Maricopa,1807,600,868,11,4,8,1491,637,807,36,2,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,818,1,0,0,0
MC0649,0649 POCO BUENO,MC,Maricopa,4988,1759,2253,32,34,15,4093,1888,2034,68,11,4001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,2153,6,0,0,0,0,0,0
MC0650,0650 POINCIANA,MC,Maricopa,2638,827,1436,13,17,7,2300,876,1344,32,5,2257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,1409,4,0,0,0,0,0,0
MC0651,0651 POINSETTIA,MC,Maricopa,1014,368,443,5,4,2,822,402,393,20,1,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,413,1,0,0,0
MC0652,0652 POINTE,MC,Maricopa,12,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0653,0653 POLK,MC,Maricopa,239,120,45,0,7,0,172,128,38,7,0,173,0,0,0,0,0,0,0,118,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0654,0654 PONDEROSA,MC,Maricopa,2028,774,763,5,19,11,1572,825,660,64,7,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,692,4,0,0,0
MC0655,0655 PORT ROYALE,MC,Maricopa,2504,1013,857,12,9,6,1897,1047,774,57,3,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,774,6,0,0,0
MC0656,0656 PORTER,MC,Maricopa,2736,843,1108,18,15,4,1988,915,979,58,5,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,1070,44,2,0,0,0,0,0,0,0,0,0
MC0657,0657 PORTLAND,MC,Maricopa,2024,658,820,5,4,7,1494,712,699,49,3,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,760,3
MC0658,0658 PORTOBELLO,MC,Maricopa,2900,1056,1330,14,15,13,2428,1159,1205,45,1,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,1311,0,0,0,0,0,0,0
MC0659,0659 POWDERHORN RANCH,MC,Maricopa,990,365,485,6,2,5,863,390,443,9,2,844,0,0,0,0,0,0,0,340,494,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0660,0660 POWER RANCH,MC,Maricopa,5804,2060,2671,28,27,21,4807,2198,2433,81,13,4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,2581,7,0,0,0,0,0,0
MC0661,0661 PRASADA,MC,Maricopa,3280,1001,1885,11,13,7,2917,1110,1707,50,8,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,1819,0
MC0662,0662 PRINCESS,MC,Maricopa,2508,815,1365,4,7,7,2198,868,1245,29,4,2146,0,0,0,0,0,0,0,788,1305,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0663,0663 PUEBLO,MC,Maricopa,3317,1459,1279,15,13,9,2775,1546,1112,54,1,2713,0,0,0,0,0,0,0,1445,1200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0664,0664 PUEBLO GRANDE,MC,Maricopa,1577,600,201,5,11,1,818,620,165,25,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,582,175,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0665,0665 PURPLE SAGE,MC,Maricopa,1721,603,620,6,9,5,1243,654,531,38,5,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,563,3
MC0666,0666 PYRAMID PEAK,MC,Maricopa,3588,1262,1863,10,12,14,3161,1389,1690,38,4,3121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,1761,3,0,0,0
MC0667,0667 QUAIL RUN,MC,Maricopa,3293,1429,1423,16,17,10,2895,1501,1268,56,9,2834,0,0,0,0,0,0,0,1369,1388,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0668,0668 QUEEN CREEK,MC,Maricopa,3290,809,2068,13,4,10,2904,896,1903,55,5,2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,1990,3,0,0,0,0,0,0
MC0669,0669 QUENTIN,MC,Maricopa,3337,1252,763,10,11,2,2038,1347,629,56,0,2032,0,0,0,0,1284,617,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0670,0670 RAINBOW VALLEY,MC,Maricopa,2647,638,1220,13,6,1,1878,716,1067,60,4,1847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,1144,2
MC0671,0671 RAINTREE,MC,Maricopa,2638,1137,1117,10,5,7,2276,1184,1022,23,3,2232,0,0,0,0,0,0,0,1090,1083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0672,0672 RANCHO,MC,Maricopa,2510,1531,666,14,10,8,2229,1587,571,43,8,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,1456,625,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0673,0673 RANCHO MIRAGE,MC,Maricopa,5512,1783,1949,21,20,11,3784,1906,1677,131,13,3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,1768,6
MC0674,0674 RANCHO PALOMA,MC,Maricopa,3213,999,1890,8,4,6,2907,1069,1759,35,4,2867,0,0,0,0,0,0,0,955,1857,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0675,0675 READE,MC,Maricopa,1984,738,387,5,8,10,1148,788,303,52,4,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,358,2
MC0676,0676 RED MOUNTAIN,MC,Maricopa,4144,1509,2140,20,11,24,3704,1639,1954,56,7,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,2106,34,1,0,0,0,0,0,0,0,0,0
MC0677,0677 REDDEN,MC,Maricopa,1791,932,554,8,14,10,1518,982,469,44,6,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,522,30,2,0,0,0,0,0,0,0,0,0
MC0678,0678 REDSTONE,MC,Maricopa,2881,1074,1629,8,3,4,2718,1162,1501,27,2,2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,1569,2,0,0,0
MC0679,0679 REDWING,MC,Maricopa,3259,1475,1260,11,7,10,2763,1555,1117,43,6,2721,0,0,0,0,0,0,0,1448,1194,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0680,0680 REED PARK,MC,Maricopa,1681,616,472,4,8,1,1101,645,412,37,3,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,437,30,0,0,0,0,0,0,0,0,0,0
MC0681,0681 REEMS,MC,Maricopa,3531,1060,1614,13,10,8,2705,1158,1444,53,7,2662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,1517,2
MC0682,0682 REFLECTION,MC,Maricopa,982,401,352,1,7,2,763,422,310,23,1,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,331,15,0,0,0,0,0,0,0,0,0,0
MC0683,0683 REGAL,MC,Maricopa,3185,1222,1680,15,12,5,2934,1305,1550,38,2,2895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,1622,2,0,0,0,0,0,0
MC0684,0684 RESERVE,MC,Maricopa,1556,710,649,6,6,5,1376,750,592,12,0,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,622,9,1,0,0,0,0,0,0,0,0,0
MC0685,0685 RHODES,MC,Maricopa,1596,652,641,2,12,1,1308,683,567,27,2,1279,0,0,0,0,0,0,0,640,605,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0686,0686 RIATA,MC,Maricopa,2542,889,1149,7,10,5,2060,960,1021,52,2,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,1064,2,0,0,0,0,0,0
MC0687,0687 RIDGEWOOD,MC,Maricopa,2962,963,1521,6,15,6,2511,1063,1381,34,4,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924,1449,3,0,0,0,0,0,0
MC0688,0688 RIMROCK,MC,Maricopa,2382,1009,1162,12,3,1,2187,1067,1059,32,0,2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,1080,11,0,0,0
MC0689,0689 RIO MONTANA,MC,Maricopa,2541,958,1250,8,23,8,2247,1019,1142,38,7,2206,0,0,0,0,0,0,0,938,1231,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0690,0690 RIO PASEO,MC,Maricopa,5890,2247,2470,28,31,16,4792,2409,2194,112,13,4728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,2326,5
MC0691,0691 RIO SALADO,MC,Maricopa,3791,1961,930,20,42,18,2971,2036,786,82,5,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1892,844,87,5,0,0,0,0,0,0,0,0,0
MC0692,0692 RIO VERDE,MC,Maricopa,6972,1821,4475,24,10,18,6348,1949,4268,61,7,6285,0,0,0,0,0,0,0,1757,4437,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0693,0693 RITTENHOUSE,MC,Maricopa,6273,1691,3700,19,25,32,5467,1883,3415,95,13,5406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,3534,7,0,0,0,0,0,0
MC0694,0694 RIVERSIDE,MC,Maricopa,3629,1562,692,17,19,12,2302,1653,562,72,4,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,577,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0695,0695 RIVERVIEW,MC,Maricopa,3445,1537,1016,27,32,8,2620,1589,898,96,1,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,963,75,4,0,0,0,0,0,0,0,0,0
MC0696,0696 RIVIERA,MC,Maricopa,1790,588,828,12,10,4,1442,633,757,29,4,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,754,5,0,0,0
MC0697,0697 ROADMASTER,MC,Maricopa,3108,1154,1476,18,11,14,2673,1235,1324,50,3,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,1400,1,0,0,0,0,0,0
MC0698,0698 ROADRUNNER,MC,Maricopa,1790,646,274,4,4,4,932,707,194,27,0,928,0,0,0,0,0,0,0,0,0,0,0,0,0,647,202,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0699,0699 ROBBINS BUTTE,MC,Maricopa,192,25,111,3,0,0,139,25,102,4,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,103,0
MC0700,0700 ROCKLEDGE,MC,Maricopa,4027,1935,1589,18,23,18,3583,2050,1422,50,12,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1927,1542,24,4,0,0,0,0,0,0,0,0,0
MC0701,0701 ROCKWOOD,MC,Maricopa,1456,596,531,5,8,3,1143,629,471,27,2,1129,0,0,0,0,0,0,0,575,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0702,0702 ROESER,MC,Maricopa,5785,2657,1046,24,40,7,3774,2761,851,108,0,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,2591,888,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0703,0703 ROLLING HILLS,MC,Maricopa,3577,1724,1062,18,23,14,2841,1798,918,71,8,2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,971,58,2,0,0,0,0,0,0,0,0,0
MC0704,0704 ROMA,MC,Maricopa,2140,968,562,5,6,2,1543,1014,469,43,2,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,915,477,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0705,0705 ROMA PARK,MC,Maricopa,633,279,156,2,3,0,440,287,137,11,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,139,0
MC0706,0706 ROSE,MC,Maricopa,3501,1188,1198,18,12,11,2427,1247,1072,67,7,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208,1055,2,0,0,0
MC0707,0707 ROSE GARDEN,MC,Maricopa,3581,1204,1559,24,13,7,2807,1286,1413,52,7,2758,0,0,0,0,0,0,0,1178,1455,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0708,0708 ROSE MOFFORD,MC,Maricopa,874,331,249,3,3,1,587,341,227,17,1,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,228,1,0,0,0
MC0709,0709 ROTARY PARK,MC,Maricopa,3150,1560,982,13,15,12,2582,1643,839,51,8,2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,919,31,4,0,0,0,0,0,0,0,0,0
MC0710,0710 ROVEY,MC,Maricopa,1804,931,561,14,7,9,1522,984,489,22,3,1498,0,0,0,0,0,0,0,905,567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0711,0711 ROYAL OAK,MC,Maricopa,2831,1218,1239,12,2,11,2482,1283,1138,54,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,1169,5,0,0,0
MC0712,0712 RUBY,MC,Maricopa,3776,1997,942,19,38,15,3011,2069,826,77,5,2977,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,894,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0713,0713 RUSSET,MC,Maricopa,4548,1170,2881,27,18,17,4113,1264,2700,82,17,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,2776,1,0,0,0,0,0,0
MC0714,0714 SADDLE RIDGE,MC,Maricopa,3607,1267,1947,7,9,14,3244,1379,1776,54,3,3212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,1795,7,0,0,0
MC0715,0715 SAGEBRUSH,MC,Maricopa,6726,2145,3486,35,22,21,5709,2337,3140,112,19,5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044,3330,14,0,0,0,0,0,0
MC0716,0716 SAGUARO,MC,Maricopa,3960,1336,2251,9,8,14,3618,1430,2096,44,3,3573,0,0,0,0,0,0,0,1255,2260,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0717,0717 SAHUARO RANCH,MC,Maricopa,2236,766,865,14,16,10,1671,827,759,53,4,1643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,772,6,0,0,0
MC0718,0718 SALOME,MC,Maricopa,767,111,442,3,1,1,558,127,417,13,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,418,0
MC0719,0719 SALT RIVER,MC,Maricopa,2758,1226,1031,18,9,16,2300,1299,898,62,4,2263,0,0,0,0,0,0,0,1197,940,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0720,0720 SAN ANGELO,MC,Maricopa,2716,907,1297,29,8,7,2248,981,1184,39,4,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,1236,4,0,0,0,0,0,0
MC0721,0721 SAN LUCY,MC,Maricopa,140,75,9,0,0,0,84,76,7,0,0,83,0,0,0,0,75,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0722,0722 SAN MARCOS,MC,Maricopa,2834,1197,821,13,14,13,2058,1249,725,52,6,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,762,46,3,0,0,0,0,0,0,0,0,0
MC0723,0723 SAN MICHELLE,MC,Maricopa,5625,1958,2620,19,17,9,4623,2091,2355,82,9,4537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,2469,64,5,0,0,0,0,0,0,0,0,0
MC0724,0724 SAN MIGUEL,MC,Maricopa,1221,478,415,6,7,2,908,510,352,28,2,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,376,1
MC0725,0725 SAN MONTEGO,MC,Maricopa,322,121,127,1,4,0,253,125,120,5,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,125,6,0,0,0,0,0,0,0,0,0,0
MC0726,0726 SAN PEDRO,MC,Maricopa,1661,629,643,8,11,3,1294,657,599,24,7,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592,621,2,0,0,0,0,0,0
MC0727,0727 SAN SIMON,MC,Maricopa,1435,664,626,6,2,2,1300,700,564,16,2,1282,0,0,0,0,0,0,0,626,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0728,0728 SAN VICTOR,MC,Maricopa,2617,1132,1109,18,22,8,2289,1193,994,58,4,2249,0,0,0,0,0,0,0,1068,1103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0729,0729 SANDIA,MC,Maricopa,2883,1470,993,9,12,14,2498,1530,884,45,8,2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421,968,24,2,0,0,0,0,0,0,0,0,0
MC0730,0730 SANDPIPER,MC,Maricopa,2647,937,1345,7,15,10,2314,1012,1230,35,3,2280,0,0,0,0,0,0,0,908,1307,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0731,0731 SANTA FE,MC,Maricopa,2146,768,820,21,10,2,1621,829,721,51,5,1606,0,0,0,0,762,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0732,0732 SANTA MARIA,MC,Maricopa,2062,806,413,8,11,5,1243,860,334,39,2,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,813,339,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0733,0733 SANTAN,MC,Maricopa,1288,204,849,7,3,9,1072,241,809,13,5,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,821,1,0,0,0,0,0,0
MC0734,0734 SANTO,MC,Maricopa,2960,1223,1380,9,6,14,2632,1300,1261,33,3,2597,0,0,0,0,0,0,0,1167,1387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC0735,0735 SARATOGA,MC,Maricopa,2206,908,995,5,5,9,1922,957,903,56,4,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,924,6,0,0,0
