County,Precinct,JoinField,Registered Voters,Harris,Trump,Total
York,Mountain View,York: Mountain View,693,147,427,580
York,Mt. Gallant,York: Mt. Gallant,1679,478,903,1401
York,Mt. Holly,York: Mt. Holly,2665,1041,1105,2172
York,Nation Ford,York: Nation Ford,3027,890,1313,2236
York,Neelys Creek,York: Neelys Creek,1035,258,560,827
York,New Home,York: New Home,2360,512,1398,1949
York,Newport,York: Newport,2262,806,1078,1902
York,Northside,York: Northside,1573,633,441,1091
York,Northwestern,York: Northwestern,2385,776,1185,1978
York,Oakridge,York: Oakridge,2739,687,1561,2277
York,Oakwood,York: Oakwood,1822,579,776,1376
York,Ogden,York: Ogden,2065,819,862,1697
York,Old Pointe,York: Old Pointe,1489,591,623,1230
York,Orchard Park,York: Orchard Park,2075,702,1014,1756
York,Palmetto,York: Palmetto,1940,646,734,1400
York,Pleasant Road,York: Pleasant Road,3041,997,1253,2287
York,Pole Branch,York: Pole Branch,2272,620,1120,1765
York,River Hills,York: River Hills,2109,661,1087,1775
York,River'S Edge,York: River's Edge,3162,910,1710,2662
York,Riverview,York: Riverview,1601,474,702,1201
York,Rock Creek,York: Rock Creek,1527,315,903,1231
York,Rock Hill No. 2,York: Rock Hill No 2,1538,892,76,984
York,Rock Hill No. 3,York: Rock Hill No 3,2014,1205,193,1415
York,Rock Hill No. 4,York: Rock Hill No 4,2058,832,608,1461
York,Rock Hill No. 5,York: Rock Hill No 5,1458,569,483,1071
York,Rock Hill No. 6,York: Rock Hill No 6,1345,665,205,884
York,Rock Hill No. 7,York: Rock Hill No 7,2254,858,690,1572
York,Rock Hill No. 8,York: Rock Hill No 8,924,552,72,633
York,Roosevelt,York: Roosevelt,1778,508,822,1348
York,Rosewood,York: Rosewood,3020,1060,907,2011
York,Sharon,York: Sharon,1434,243,917,1168
York,Shoreline,York: Shoreline,2225,739,1062,1832
York,Six Mile,York: Six Mile,1249,228,787,1027
York,Smyrna,York: Smyrna,725,61,546,612
York,Springdale,York: Springdale,1229,413,330,754
York,Springfield,York: Springfield,2271,643,1078,1757
York,Stateline,York: Stateline,2196,712,849,1597
York,Steele Creek,York: Steele Creek,2614,879,1082,2000
York,Tega Cay,York: Tega Cay,1317,424,605,1046
York,Tirzah,York: Tirzah,2195,426,1380,1821
York,Tools Fork,York: Tools Fork,1800,562,984,1569
York,University,York: University,1132,404,455,876
York,Waterstone,York: Waterstone,1978,661,752,1439
York,Windjammer,York: Windjammer,1990,660,930,1617
York,Wylie,York: Wylie,2727,788,1224,2034
York,York No. 1,York: York No 1,2523,1010,950,1993
York,York No. 2,York: York No 2,3089,1032,1335,2400
