County,Precinct,JoinField,Registered Voters,Harris,Trump,Total
Greenville,Bells Crossing,Greenville: Bells Crossing,2822,775,1451,2262
Greenville,Belmont,Greenville: Belmont,872,343,204,557
Greenville,Berea,Greenville: Berea,1280,381,459,860
Greenville,Boiling Springs,Greenville: Boiling Springs,1905,571,962,1565
Greenville,Botany Woods,Greenville: Botany Woods,1575,387,762,1178
Greenville,Bridge Fork,Greenville: Bridge Fork,1576,411,881,1312
Greenville,Brookglenn,Greenville: Brookglenn,1092,279,523,811
Greenville,Canebrake,Greenville: Canebrake,2640,766,1356,2183
Greenville,Carolina,Greenville: Carolina,1171,538,185,740
Greenville,Castle Rock,Greenville: Castle Rock,2973,561,1847,2428
Greenville,Chestnut Hills,Greenville: Chestnut Hills,1574,542,495,1062
Greenville,Circle Creek,Greenville: Circle Creek,3005,837,1572,2448
Greenville,Clear Creek,Greenville: Clear Creek,1675,268,1078,1362
Greenville,Conestee,Greenville: Conestee,2376,858,911,1795
Greenville,Darby Ridge,Greenville: Darby Ridge,2777,516,1728,2272
Greenville,Del Norte,Greenville: Del Norte,2031,618,867,1513
Greenville,Devenger,Greenville: Devenger,1700,466,968,1469
Greenville,Donaldson,Greenville: Donaldson,1981,871,562,1451
Greenville,Dove Tree,Greenville: Dove Tree,1776,516,836,1381
Greenville,Dunklin,Greenville: Dunklin,2402,263,1622,1905
Greenville,Eastside,Greenville: Eastside,2395,624,1193,1858
Greenville,Ebenezer,Greenville: Ebenezer,2282,415,1431,1884
Greenville,Edwards Forest,Greenville: Edwards Forest,2091,507,1082,1609
Greenville,Enoree,Greenville: Enoree,3028,984,1344,2379
Greenville,Feaster,Greenville: Feaster,1273,425,508,954
Greenville,Fork Shoals,Greenville: Fork Shoals,1929,263,1297,1580
Greenville,Fountain Inn 1,Greenville: Fountain Inn 1,3516,1148,1531,2718
Greenville,Fountain Inn 2,Greenville: Fountain Inn 2,1795,464,796,1276
Greenville,Fox Chase,Greenville: Fox Chase,2039,388,1317,1721
Greenville,Frohawk,Greenville: Frohawk,1519,298,949,1270
Greenville,Furman,Greenville: Furman,2802,882,1330,2249
Greenville,Gowensville,Greenville: Gowensville,2098,355,1380,1748
Greenville,Granite Creek,Greenville: Granite Creek,3243,931,1625,2609
Greenville,Graze Branch,Greenville: Graze Branch,1795,463,1009,1500
Greenville,Greenbriar,Greenville: Greenbriar,2309,813,968,1805
Greenville,Greenville 1,Greenville: Greenville 1,1704,657,723,1421
Greenville,Greenville 10,Greenville: Greenville 10,2398,1061,743,1851
Greenville,Greenville 14,Greenville: Greenville 14,1573,789,167,978
Greenville,Greenville 16,Greenville: Greenville 16,1929,748,819,1595
Greenville,Greenville 17,Greenville: Greenville 17,1645,610,741,1382
Greenville,Greenville 18,Greenville: Greenville 18,1449,471,752,1237
Greenville,Greenville 19,Greenville: Greenville 19,2013,929,348,1307
Greenville,Greenville 20,Greenville: Greenville 20,1210,422,553,985
Greenville,Greenville 21,Greenville: Greenville 21,1330,471,468,963
Greenville,Greenville 22,Greenville: Greenville 22,2253,653,1154,1848
Greenville,Greenville 23,Greenville: Greenville 23,2022,587,1113,1722
Greenville,Greenville 24,Greenville: Greenville 24,5317,1857,1819,3745
Greenville,Greenville 25,Greenville: Greenville 25,1539,469,422,907
Greenville,Greenville 26,Greenville: Greenville 26,1755,785,398,1215
Greenville,Greenville 27,Greenville: Greenville 27,988,235,509,775
Greenville,Greenville 28,Greenville: Greenville 28,1061,348,298,669
Greenville,Greenville 29,Greenville: Greenville 29,2280,957,410,1400
Greenville,Greenville 3,Greenville: Greenville 3,2417,1070,876,2000
Greenville,Greenville 4,Greenville: Greenville 4,2219,1034,494,1567
Greenville,Greenville 5,Greenville: Greenville 5,3077,1301,828,2175
Greenville,Greenville 6,Greenville: Greenville 6,852,359,182,552
Greenville,Greenville 7,Greenville: Greenville 7,2303,981,404,1419
Greenville,Greenville 8,Greenville: Greenville 8,3763,1633,1011,2702
Greenville,Grove,Greenville: Grove,1709,527,549,1091
Greenville,Hillcrest,Greenville: Hillcrest,2429,690,1251,1968
Greenville,Holly Tree,Greenville: Holly Tree,1302,358,694,1068
Greenville,Jennings Mill,Greenville: Jennings Mill,1956,467,1114,1603
Greenville,Kilgore Farms,Greenville: Kilgore Farms,2639,805,1305,2143
Greenville,Lakeview,Greenville: Lakeview,2248,697,762,1504
Greenville,Laurel Ridge,Greenville: Laurel Ridge,2502,581,1427,2048
Greenville,Leawood,Greenville: Leawood,2128,575,874,1477
Greenville,Locust Hill,Greenville: Locust Hill,1502,250,987,1255
Greenville,Long Creek,Greenville: Long Creek,2305,669,1218,1925
Greenville,Maple Creek,Greenville: Maple Creek,2162,524,1036,1584
Greenville,Maridell,Greenville: Maridell,2041,321,1355,1707
Greenville,Mauldin 1,Greenville: Mauldin 1,2472,861,874,1762
Greenville,Mauldin 2,Greenville: Mauldin 2,4571,1421,1740,3211
Greenville,Mauldin 3,Greenville: Mauldin 3,2500,883,724,1635
Greenville,Mauldin 4,Greenville: Mauldin 4,3376,853,1307,2192
Greenville,Mauldin 5,Greenville: Mauldin 5,3282,995,1029,2064
Greenville,Mauldin 6,Greenville: Mauldin 6,2237,753,879,1655
Greenville,Mauldin 7,Greenville: Mauldin 7,1941,580,829,1447
Greenville,Mission,Greenville: Mission,2470,782,1191,2007
Greenville,Monaview,Greenville: Monaview,1731,479,581,1081
Greenville,Moore Creek,Greenville: Moore Creek,4571,1617,1997,3662
Greenville,Mountain Creek,Greenville: Mountain Creek,2129,482,1305,1816
Greenville,Mountain View,Greenville: Mountain View,2297,246,1661,1929
Greenville,Mt. Pleasant,Greenville: Mt. Pleasant,1597,745,304,1071
Greenville,Neely Farms,Greenville: Neely Farms,3376,1072,1679,2820
Greenville,Northwood,Greenville: Northwood,1839,493,913,1437
Greenville,Oakview,Greenville: Oakview,2998,841,1613,2497
Greenville,Oneal,Greenville: Oneal,3691,662,2414,3107
Greenville,Palmetto,Greenville: Palmetto,1709,475,731,1243
Greenville,Paris Mountain,Greenville: Paris Mountain,1309,356,745,1130
Greenville,Pebble Creek,Greenville: Pebble Creek,2205,538,1261,1832
Greenville,Pelham Falls,Greenville: Pelham Falls,1024,302,549,877
Greenville,Piedmont,Greenville: Piedmont,3092,769,1340,2142
Greenville,Pineview,Greenville: Pineview,1425,250,916,1177
Greenville,Poinsett,Greenville: Poinsett,3053,907,1329,2271
Greenville,Raintree,Greenville: Raintree,3568,1020,1647,2722
Greenville,Ranch Creek,Greenville: Ranch Creek,3774,1494,1345,2894
Greenville,Reedy Fork,Greenville: Reedy Fork,3356,1141,1508,2680
Greenville,Riverside,Greenville: Riverside,2529,777,1130,1957
Greenville,Riverwalk,Greenville: Riverwalk,2372,668,1273,1976
Greenville,Rock Hill,Greenville: Rock Hill,2323,664,879,1575
Greenville,Rocky Creek,Greenville: Rocky Creek,1907,542,753,1316
Greenville,Rolling Green,Greenville: Rolling Green,1892,480,1006,1524
Greenville,Royal Oaks,Greenville: Royal Oaks,1277,648,197,859
Greenville,Saluda,Greenville: Saluda,1377,408,641,1060
Greenville,Sandy Flat,Greenville: Sandy Flat,3820,698,2475,3210
Greenville,Sevier,Greenville: Sevier,2462,650,1297,1982
Greenville,Silverleaf,Greenville: Silverleaf,2197,625,1200,1853
Greenville,Simpsonville 1,Greenville: Simpsonville 1,2452,692,1106,1819
Greenville,Simpsonville 2,Greenville: Simpsonville 2,2526,723,999,1747
Greenville,Simpsonville 3,Greenville: Simpsonville 3,2799,736,1392,2160
Greenville,Simpsonville 4,Greenville: Simpsonville 4,1760,581,669,1268
Greenville,Simpsonville 5,Greenville: Simpsonville 5,2893,1154,1090,2271
Greenville,Simpsonville 6,Greenville: Simpsonville 6,2651,795,1231,2057
Greenville,Skyland,Greenville: Skyland,2855,271,2103,2401
Greenville,Slater Marietta,Greenville: Slater Marietta,2875,395,1868,2303
Greenville,Southside,Greenville: Southside,2041,766,793,1584
Greenville,Sparrows Point,Greenville: Sparrows Point,2662,809,1296,2144
Greenville,Spring Forest,Greenville: Spring Forest,1962,642,754,1428
Greenville,Standing Springs,Greenville: Standing Springs,1666,525,813,1365
Greenville,Stone Valley,Greenville: Stone Valley,1977,474,904,1413
Greenville,Stonehaven,Greenville: Stonehaven,1995,540,1039,1604
Greenville,Suber Mill,Greenville: Suber Mill,3465,1001,1649,2705
Greenville,Sugar Creek,Greenville: Sugar Creek,2151,540,1253,1846
Greenville,Sulphur Springs,Greenville: Sulphur Springs,2797,724,1383,2143
Greenville,Sycamore,Greenville: Sycamore,3454,849,1987,2881
Greenville,Tanglewood,Greenville: Tanglewood,1987,670,668,1369
Greenville,Taylors,Greenville: Taylors,1931,534,773,1340
Greenville,Thornblade,Greenville: Thornblade,3176,801,1428,2271
Greenville,Tigerville,Greenville: Tigerville,2994,516,2044,2588
Greenville,Timberlake,Greenville: Timberlake,2362,780,1064,1887
Greenville,Trade,Greenville: Trade,2358,649,914,1594
Greenville,Travelers Rest 1,Greenville: Travelers Rest 1,2666,818,1331,2201
Greenville,Travelers Rest 2,Greenville: Travelers Rest 2,1707,405,918,1349
Greenville,Tubbs Mountain,Greenville: Tubbs Mountain,2612,514,1673,2212
Greenville,Tyger River,Greenville: Tyger River,1392,392,592,1009
Greenville,Verdmont,Greenville: Verdmont,2204,607,1185,1821
Greenville,Wade Hampton,Greenville: Wade Hampton,2059,438,928,1399
Greenville,Walnut Springs,Greenville: Walnut Springs,5798,1537,3067,4686
Greenville,Ware Place,Greenville: Ware Place,2084,347,1293,1658
Greenville,Welcome,Greenville: Welcome,1951,645,533,1196
Greenville,Wellington,Greenville: Wellington,1496,413,739,1177
Greenville,Westcliffe,Greenville: Westcliffe,1500,366,672,1058
Greenville,Westside,Greenville: Westside,1876,490,743,1249
Greenville,Woodmont,Greenville: Woodmont,2938,1043,1102,2181
Greenville,Woodruff Lakes,Greenville: Woodruff Lakes,2388,657,1244,1937
Greenwood,Airport,Greenwood: Airport,856,235,470,717
Greenwood,Allie'S Crossing,Greenwood: Allie's Crossing,780,154,496,656
Greenwood,Angel Oak'S Crossing,Greenwood: Angel Oak's Crossing,1244,302,766,1084
Greenwood,Ashley River Run,Greenwood: Ashley River Run,570,206,70,286
Greenwood,Bee'S Ferry,Greenwood: Bee's Ferry,995,428,33,473
Greenwood,Biltmore Pines,Greenwood: Biltmore Pines,1014,227,570,806
Greenwood,Bradley,Greenwood: Bradley,201,52,111,164
Greenwood,Callison,Greenwood: Callison,911,146,582,733
Greenwood,Civic Center,Greenwood: Civic Center,1317,465,436,917
Greenwood,Cokesbury,Greenwood: Cokesbury,919,333,361,701
Greenwood,Coronaca,Greenwood: Coronaca,1322,242,871,1128
Greenwood,Emerald,Greenwood: Emerald,575,287,95,392
Greenwood,Emerald High,Greenwood: Emerald High,465,99,285,387
Greenwood,Epworth,Greenwood: Epworth,629,84,426,514
Greenwood,Fairhope Ferry,Greenwood: Fairhope Ferry,1017,354,224,587
Greenwood,Georgetown,Greenwood: Georgetown,927,250,419,679
Greenwood,Gideon'S Way,Greenwood: Gideon's Way,726,312,207,526
Greenwood,Glendale,Greenwood: Glendale,658,112,433,555
Greenwood,Graham'S Glen,Greenwood: Graham's Glen,838,154,528,689
Greenwood,Grandiflora Glen,Greenwood: Grandiflora Glen,1041,360,376,750
Greenwood,Greenwood High,Greenwood: Greenwood High,909,228,448,686
Greenwood,Greenwood Mill,Greenwood: Greenwood Mill,710,129,387,530
Greenwood,Harris,Greenwood: Harris,816,217,392,618
Greenwood,Hodges,Greenwood: Hodges,1265,186,820,1014
Greenwood,Hope'S Ferry,Greenwood: Hope's Ferry,805,239,219,466
Greenwood,Laco,Greenwood: Laco,1083,274,522,805
Greenwood,Levi'S Knoll,Greenwood: Levi's Knoll,1187,334,443,784
Greenwood,Liberty,Greenwood: Liberty,771,233,266,505
Greenwood,Loblolly Pines,Greenwood: Loblolly Pines,744,261,65,334
Greenwood,Lower Lake,Greenwood: Lower Lake,1324,276,896,1185
Greenwood,Marshall Oaks,Greenwood: Marshall Oaks,542,196,91,296
Greenwood,Maxwellton Pike,Greenwood: Maxwellton Pike,719,104,522,631
Greenwood,Mimosa Crest,Greenwood: Mimosa Crest,800,242,386,632
Greenwood,Mountain Laurel,Greenwood: Mountain Laurel,782,245,207,459
Greenwood,New Castle,Greenwood: New Castle,982,218,596,820
Greenwood,New Market,Greenwood: New Market,875,251,375,635
Greenwood,Ninety Six,Greenwood: Ninety Six,820,209,368,584
Greenwood,Ninety Six Mill,Greenwood: Ninety Six Mill,709,80,466,555
Greenwood,Parson'S Mill,Greenwood: Parson's Mill,878,253,352,610
Greenwood,Pebble Stone Way,Greenwood: Pebble Stone Way,834,270,318,595
Greenwood,Pinecrest,Greenwood: Pinecrest,871,259,373,644
Greenwood,Riley,Greenwood: Riley,193,41,112,155
Greenwood,Rutherford Shoals,Greenwood: Rutherford Shoals,710,130,397,533
Greenwood,Sandridge,Greenwood: Sandridge,627,56,446,507
Greenwood,Shoals Junction,Greenwood: Shoals Junction,284,46,203,250
Greenwood,Sparrows Grace,Greenwood: Sparrows Grace,1295,236,894,1141
Greenwood,Stonewood,Greenwood: Stonewood,942,197,605,810
Greenwood,Troy,Greenwood: Troy,137,24,91,115
Greenwood,Verdery,Greenwood: Verdery,912,340,381,734
Greenwood,Ware Shoals,Greenwood: Ware Shoals,607,130,227,361
Hampton,Black Creek,Hampton: Black Creek,244,52,141,193
Hampton,Bonnett,Hampton: Bonnett,744,151,404,558
Hampton,Brunson,Hampton: Brunson,623,158,261,425
Hampton,Crocket-Miley,Hampton: Crocket-Miley,509,116,223,341
Hampton,Cummings,Hampton: Cummings,790,259,268,537
Hampton,Early Branch,Hampton: Early Branch,456,155,122,282
Hampton,Estill,Hampton: Estill,2263,983,297,1302
Hampton,Furman,Hampton: Furman,360,142,90,237
Hampton,Garnett,Hampton: Garnett,153,76,24,100
Hampton,Gifford,Hampton: Gifford,289,161,23,185
Hampton,Hampton Courthouse No.1,Hampton: Hampton Courthouse No1,1117,305,373,680
Hampton,Hampton Courthouse No.2,Hampton: Hampton Courthouse No2,1450,439,530,985
Hampton,Hopewell,Hampton: Hopewell,291,23,184,210
Hampton,Horse Gall,Hampton: Horse Gall,96,10,69,80
Hampton,Rivers Mill,Hampton: Rivers Mill,77,25,32,58
Hampton,Scotia,Hampton: Scotia,370,182,31,217
Hampton,Varnville,Hampton: Varnville,1901,683,479,1177
Hampton,Yemassee,Hampton: Yemassee,1180,403,247,658
Horry,Adrian,Horry: Adrian,2016,377,1154,1543
Horry,Allsbrook,Horry: Allsbrook,759,89,522,613
Horry,Atlantic Beach,Horry: Atlantic Beach,237,82,20,103
Horry,Aynor,Horry: Aynor,2145,311,1468,1794
Horry,Bayboro-Gurley,Horry: Bayboro-Gurley,1459,280,808,1096
Horry,Brooksville #1,Horry: Brooksville No 1,4372,1109,2448,3588
Horry,Brooksville #2,Horry: Brooksville No 2,1291,347,702,1060
Horry,Brownway,Horry: Brownway,2025,341,1258,1613
Horry,Burgess #1,Horry: Burgess No 1,2481,585,1364,1968
Horry,Burgess #2,Horry: Burgess No 2,3132,695,1744,2460
Horry,Burgess #3,Horry: Burgess No 3,2571,636,1499,2149
Horry,Burgess #4,Horry: Burgess No 4,2040,477,1164,1648
Horry,Burgess #5,Horry: Burgess No 5,2290,584,1362,1958
Horry,Carolina Bays,Horry: Carolina Bays,2950,666,1679,2364
Horry,Carolina Forest #1,Horry: Carolina Forest No 1,3146,750,1508,2283
Horry,Carolina Forest #2,Horry: Carolina Forest No 2,2012,528,928,1469
Horry,Cedar Grove,Horry: Cedar Grove,1469,137,1042,1193
Horry,Cherry Grove #1,Horry: Cherry Grove No 1,2943,549,1720,2300
Horry,Cherry Grove #2,Horry: Cherry Grove No 2,1544,389,849,1243
Horry,Coastal Carolina,Horry: Coastal Carolina,1305,299,487,794
Horry,Coastal Lane #1,Horry: Coastal Lane No 1,929,387,94,487
Horry,Coastal Lane #2,Horry: Coastal Lane No 2,1208,370,217,598
Horry,Cool Springs,Horry: Cool Springs,528,64,377,444
Horry,Cresent,Horry: Cresent,1852,384,911,1306
Horry,Daisy,Horry: Daisy,1476,223,889,1125
Horry,Deerfield,Horry: Deerfield,4477,1081,2340,3455
Horry,Dog Bluff,Horry: Dog Bluff,1199,83,849,937
Horry,Dogwood,Horry: Dogwood,1959,584,994,1600
Horry,Dunes #1,Horry: Dunes No 1,3934,939,2332,3291
Horry,Dunes #2,Horry: Dunes No 2,2280,506,1273,1797
Horry,Dunes #3,Horry: Dunes No 3,1080,352,466,834
Horry,East Conway,Horry: East Conway,1662,439,913,1368
Horry,East Loris,Horry: East Loris,3073,759,1598,2371
Horry,Ebenezer,Horry: Ebenezer,3106,700,1828,2544
Horry,Emerald Forest #1,Horry: Emerald Forest No 1,2625,569,1186,1779
Horry,Emerald Forest #2,Horry: Emerald Forest No 2,5645,1369,2848,4259
Horry,Emerald Forest #3,Horry: Emerald Forest No 3,4588,1064,2249,3361
Horry,Enterprise #1,Horry: Enterprise No 1,2158,493,1055,1569
Horry,Enterprise #2,Horry: Enterprise No 2,1799,451,1011,1476
Horry,Forestbrook,Horry: Forestbrook,3311,850,1648,2519
Horry,Four Mile,Horry: Four Mile,2083,460,1122,1600
Horry,Gallivants Ferry,Horry: Gallivants Ferry,161,24,113,140
Horry,Garden City #1,Horry: Garden City No 1,2229,403,1322,1733
Horry,Garden City #2,Horry: Garden City No 2,1380,217,838,1068
Horry,Garden City #3,Horry: Garden City No 3,2018,527,991,1528
Horry,Garden City #4,Horry: Garden City No 4,1217,281,641,927
Horry,Glenns Bay,Horry: Glenns Bay,2218,491,1140,1652
Horry,Green Sea,Horry: Green Sea,1004,164,569,742
Horry,Hickory Grove,Horry: Hickory Grove,1559,272,890,1169
Horry,Homewood,Horry: Homewood,1793,423,974,1412
Horry,Horry,Horry: Horry,1784,246,1268,1527
Horry,Inland,Horry: Inland,327,86,155,242
Horry,Jackson Bluff,Horry: Jackson Bluff,605,111,348,462
Horry,Jamestown,Horry: Jamestown,3496,1038,1549,2616
Horry,Jerigans X Roads,Horry: Jerigans X Roads,733,100,475,577
Horry,Jet Port #1,Horry: Jet Port No 1,2286,514,1067,1601
Horry,Jet Port #2,Horry: Jet Port No 2,1212,328,586,927
Horry,Jet Port #3,Horry: Jet Port No 3,2353,661,1256,1933
Horry,Jet Port #4,Horry: Jet Port No 4,2753,797,1363,2178
Horry,Juniper Bay,Horry: Juniper Bay,1934,325,1128,1464
Horry,Lake Park #1,Horry: Lake Park No 1,1689,362,688,1064
Horry,Lake Park #2,Horry: Lake Park No 2,1820,455,683,1153
Horry,Lake Park #3,Horry: Lake Park No 3,2238,551,1140,1709
Horry,Leon,Horry: Leon,2186,656,985,1657
Horry,Little River #1,Horry: Little River No 1,3508,834,2167,3021
Horry,Little River #2,Horry: Little River No 2,3428,734,1803,2561
Horry,Little River #3,Horry: Little River No 3,2186,495,1215,1724
Horry,Live Oak,Horry: Live Oak,892,166,537,709
Horry,Maple,Horry: Maple,1605,307,975,1298
Horry,Marlowe #1,Horry: Marlowe No 1,2424,530,1365,1906
Horry,Marlowe #2,Horry: Marlowe No 2,3332,944,1914,2876
Horry,Marlowe #3,Horry: Marlowe No 3,4906,1157,2581,3779
Horry,Methodist-Mill Swamp,Horry: Methodist-Mill Swamp,1409,94,1074,1175
Horry,Mt. Olive,Horry: Mt. Olive,1220,165,749,920
Horry,Mt. Vernon,Horry: Mt. Vernon,622,77,434,514
Horry,Myrtle Trace,Horry: Myrtle Trace,1356,413,642,1062
Horry,Myrtlewood #1,Horry: Myrtlewood No 1,1274,289,466,768
Horry,Myrtlewood #2,Horry: Myrtlewood No 2,1578,430,793,1243
Horry,Myrtlewood #3,Horry: Myrtlewood No 3,1768,380,956,1348
Horry,Nixons X Roads #1,Horry: Nixons X Roads No 1,3204,646,1785,2446
Horry,Nixons X Roads #2,Horry: Nixons X Roads No 2,3754,1023,1857,2901
Horry,Nixons X Roads #3,Horry: Nixons X Roads No 3,2295,574,1297,1888
Horry,North Conway #1,Horry: North Conway No 1,1925,581,866,1459
Horry,North Conway #2,Horry: North Conway No 2,1021,234,583,829
Horry,Ocean Drive #1,Horry: Ocean Drive No 1,2719,587,1643,2248
Horry,Ocean Drive #2,Horry: Ocean Drive No 2,1811,331,1108,1446
Horry,Ocean Drive #3,Horry: Ocean Drive No 3,2193,478,1367,1863
Horry,Ocean Forest #1,Horry: Ocean Forest No 1,1619,383,815,1210
Horry,Ocean Forest #2,Horry: Ocean Forest No 2,3796,1047,2073,3139
Horry,Ocean Forest #3,Horry: Ocean Forest No 3,1700,482,658,1156
Horry,Palmetto Bays,Horry: Palmetto Bays,4814,1201,2527,3765
Horry,Pawley'S Swamp,Horry: Pawley's Swamp,609,60,351,415
Horry,Pleasant View,Horry: Pleasant View,625,46,427,477
Horry,Poplar Hill,Horry: Poplar Hill,992,76,721,801
Horry,Port Harrelson,Horry: Port Harrelson,574,366,55,424
Horry,Racepath #1,Horry: Racepath No 1,1371,490,434,938
Horry,Racepath #2,Horry: Racepath No 2,1825,785,436,1229
Horry,Red Bluff,Horry: Red Bluff,1167,290,558,857
Horry,Red Hill #1,Horry: Red Hill No 1,1176,180,499,689
Horry,Red Hill #2,Horry: Red Hill No 2,2174,583,1074,1674
Horry,River Oaks,Horry: River Oaks,4918,1042,2524,3598
Horry,Salem,Horry: Salem,2813,542,1665,2231
Horry,Sea Oats #1,Horry: Sea Oats No 1,1850,379,650,1048
Horry,Sea Oats #2,Horry: Sea Oats No 2,1369,355,503,867
Horry,Sea Winds,Horry: Sea Winds,3928,968,1968,2958
Horry,Shell,Horry: Shell,1797,291,1192,1501
Horry,Socastee #1,Horry: Socastee No 1,1844,388,867,1268
Horry,Socastee #2,Horry: Socastee No 2,1887,307,1044,1364
Horry,Socastee #3,Horry: Socastee No 3,4752,1127,2752,3922
Horry,Socastee #4,Horry: Socastee No 4,1260,254,642,910
Horry,Surfside #1,Horry: Surfside No 1,2437,494,1289,1798
Horry,Surfside #2,Horry: Surfside No 2,1108,254,632,893
Horry,Surfside #3,Horry: Surfside No 3,2862,630,1607,2256
Horry,Surfside #4,Horry: Surfside No 4,3479,839,1852,2731
Horry,Sweet Home,Horry: Sweet Home,1344,360,602,967
Horry,Tilly Swamp,Horry: Tilly Swamp,3387,685,2093,2802
Horry,Toddville,Horry: Toddville,1602,391,907,1306
Horry,Waccamaw,Horry: Waccamaw,4425,1044,2179,3251
Horry,Wampee,Horry: Wampee,2746,954,1195,2172
Horry,West Conway,Horry: West Conway,789,258,293,558
Horry,West Loris,Horry: West Loris,897,349,262,615
Horry,White Oak,Horry: White Oak,751,72,514,594
Horry,Wild Wing,Horry: Wild Wing,5444,1301,2780,4106
Horry,Windy Hill #1,Horry: Windy Hill No 1,1463,319,764,1094
Horry,Windy Hill #2,Horry: Windy Hill No 2,3224,784,1866,2674
Jasper,Coosawhatchie,Jasper: Coosawhatchie,554,230,83,316
Jasper,Gillisonville,Jasper: Gillisonville,762,214,240,460
Jasper,Grahamville 1,Jasper: Grahamville 1,1533,381,620,1008
Jasper,Grahamville 2,Jasper: Grahamville 2,2510,894,590,1499
Jasper,Grays,Jasper: Grays,852,130,436,567
Jasper,Hardeeville 1,Jasper: Hardeeville 1,1231,308,276,596
Jasper,Hardeeville 2,Jasper: Hardeeville 2,921,291,186,490
Jasper,Hardeeville 3,Jasper: Hardeeville 3,879,243,462,709
Jasper,Levy,Jasper: Levy,2115,709,518,1243
Jasper,Margaritaville,Jasper: Margaritaville,3306,1213,1823,3067
Jasper,Okatie,Jasper: Okatie,1080,267,424,697
Jasper,Okatie 2,Jasper: Okatie 2,1979,469,731,1209
Jasper,Pineland,Jasper: Pineland,810,379,71,455
Jasper,Ridgeland 1,Jasper: Ridgeland 1,1175,206,474,690
Jasper,Ridgeland 2,Jasper: Ridgeland 2,1166,318,344,670
Jasper,Ridgeland 3,Jasper: Ridgeland 3,1027,222,390,614
Jasper,Sun City,Jasper: Sun City,4010,1393,2018,3443
Jasper,Tillman,Jasper: Tillman,809,271,202,476
Kershaw,Airport,Kershaw: Airport,1093,272,531,810
Kershaw,Antioch,Kershaw: Antioch,748,181,431,619
Kershaw,Bethune,Kershaw: Bethune,1062,278,519,814
Kershaw,Buffalo,Kershaw: Buffalo,1267,158,914,1077
Kershaw,Camden No. 1,Kershaw: Camden No 1,1601,641,548,1211
Kershaw,Camden No. 2 & 3,Kershaw: Camden No 2 & 3,333,111,149,264
Kershaw,Camden No. 5,Kershaw: Camden No 5,834,261,422,696
Kershaw,Camden No. 5-A,Kershaw: Camden No 5-A,474,205,151,358
Kershaw,Camden No. 6,Kershaw: Camden No 6,831,248,370,627
Kershaw,Cassatt,Kershaw: Cassatt,1411,251,815,1077
Kershaw,Charlotte Thompson,Kershaw: Charlotte Thompson,1444,483,679,1178
Kershaw,Doby'S Mill,Kershaw: Doby's Mill,1894,501,987,1509
Kershaw,Elgin No. 1,Kershaw: Elgin No 1,2361,796,1138,1956
Kershaw,Elgin No. 2,Kershaw: Elgin No 2,1623,477,802,1292
Kershaw,Elgin No. 3,Kershaw: Elgin No 3,1299,436,605,1051
Kershaw,Elgin No. 4,Kershaw: Elgin No 4,1839,515,893,1433
Kershaw,Elgin No. 5,Kershaw: Elgin No 5,1455,460,690,1166
Kershaw,Elgin No. 6,Kershaw: Elgin No 6,1277,463,498,967
Kershaw,Hobkirk'S Hill,Kershaw: Hobkirk's Hill,1642,524,765,1313
Kershaw,Liberty Hill,Kershaw: Liberty Hill,558,101,370,472
Kershaw,Lugoff No. 1,Kershaw: Lugoff No 1,1230,314,609,935
Kershaw,Lugoff No. 2,Kershaw: Lugoff No 2,1697,437,918,1374
Kershaw,Lugoff No. 3,Kershaw: Lugoff No 3,1454,342,848,1206
Kershaw,Lugoff No. 4,Kershaw: Lugoff No 4,1402,343,828,1191
Kershaw,Malvern Hill,Kershaw: Malvern Hill,1221,363,562,934
Kershaw,Rabon'S X Roads,Kershaw: Rabon's X Roads,1947,359,1250,1627
Kershaw,Riverdale,Kershaw: Riverdale,693,328,103,442
Kershaw,Salt Pond,Kershaw: Salt Pond,1306,272,764,1049
Kershaw,Shaylor'S Hill,Kershaw: Shaylor's Hill,890,272,446,724
Kershaw,Springdale,Kershaw: Springdale,2018,756,898,1679
Kershaw,Westville,Kershaw: Westville,1550,271,943,1218
Kershaw,Whites Gardens,Kershaw: Whites Gardens,1565,383,808,1205
Lancaster,521 North,Lancaster: 521 North,1364,341,718,1069
Lancaster,Antioch,Lancaster: Antioch,785,128,490,621
Lancaster,Black Horse Run,Lancaster: Black Horse Run,5029,1485,2168,3711
Lancaster,Buford,Lancaster: Buford,1910,248,1297,1559
Lancaster,Camp Creek,Lancaster: Camp Creek,795,104,562,670
Lancaster,Carmel,Lancaster: Carmel,514,132,287,423
Lancaster,Chesterfield Ave,Lancaster: Chesterfield Ave,1280,573,182,773
Lancaster,College Park,Lancaster: College Park,1494,430,794,1235
Lancaster,Douglas,Lancaster: Douglas,2527,804,1228,2057
Lancaster,Elgin,Lancaster: Elgin,1173,317,643,970
Lancaster,Erwin Farm,Lancaster: Erwin Farm,1617,545,593,1148
Lancaster,Flat Creek,Lancaster: Flat Creek,812,70,569,646
Lancaster,Gold Hill,Lancaster: Gold Hill,1804,554,1009,1579
Lancaster,Harrisburg,Lancaster: Harrisburg,4361,1476,1980,3513
Lancaster,Heath Springs,Lancaster: Heath Springs,1101,303,569,877
Lancaster,Hyde Park,Lancaster: Hyde Park,1901,517,972,1498
Lancaster,Jim Wilson,Lancaster: Jim Wilson,2579,866,1254,2146
Lancaster,Kershaw North,Lancaster: Kershaw North,1544,332,764,1112
