County,Precinct,JoinField,Trump,Harris,Total
SALT LAKE,WJD021,SALT LAKE: WJD021,377,272,691
SALT LAKE,WJD022,SALT LAKE: WJD022,353,262,659
SALT LAKE,WJD023,SALT LAKE: WJD023,262,145,420
SALT LAKE,WJD024,SALT LAKE: WJD024,248,194,463
SALT LAKE,WJD025,SALT LAKE: WJD025,374,299,722
SALT LAKE,WJD026,SALT LAKE: WJD026,259,322,617
SALT LAKE,WJD027,SALT LAKE: WJD027,289,216,539
SALT LAKE,WJD028,SALT LAKE: WJD028,381,230,642
SALT LAKE,WJD029,SALT LAKE: WJD029,427,324,794
SALT LAKE,WJD030,SALT LAKE: WJD030,137,150,301
SALT LAKE,WJD031,SALT LAKE: WJD031,311,337,690
SALT LAKE,WJD032,SALT LAKE: WJD032,320,343,686
SALT LAKE,WJD033,SALT LAKE: WJD033,410,310,749
SALT LAKE,WJD034,SALT LAKE: WJD034,487,367,885
SALT LAKE,WJD035,SALT LAKE: WJD035,409,323,774
SALT LAKE,WJD036,SALT LAKE: WJD036,230,209,461
SALT LAKE,WJD037,SALT LAKE: WJD037,341,352,721
SALT LAKE,WJD038,SALT LAKE: WJD038,553,317,919
SALT LAKE,WJD039,SALT LAKE: WJD039,315,233,582
SALT LAKE,WJD040,SALT LAKE: WJD040,319,323,669
SALT LAKE,WJD041,SALT LAKE: WJD041,391,314,740
SALT LAKE,WJD042,SALT LAKE: WJD042,290,190,504
SALT LAKE,WJD043,SALT LAKE: WJD043,455,284,793
SALT LAKE,WJD044,SALT LAKE: WJD044,5,4,9
SALT LAKE,WJD045,SALT LAKE: WJD045,546,321,931
SALT LAKE,WJD046,SALT LAKE: WJD046,251,242,519
SALT LAKE,WJD047,SALT LAKE: WJD047,419,291,751
SALT LAKE,WJD048,SALT LAKE: WJD048,340,294,659
SALT LAKE,WJD049,SALT LAKE: WJD049,211,204,427
SALT LAKE,WJD050,SALT LAKE: WJD050,372,349,758
SALT LAKE,WJD051,SALT LAKE: WJD051,325,291,658
SALT LAKE,WJD052,SALT LAKE: WJD052,185,168,385
SALT LAKE,WJD053,SALT LAKE: WJD053,311,199,543
SALT LAKE,WJD054,SALT LAKE: WJD054,553,370,977
SALT LAKE,WJD055,SALT LAKE: WJD055,549,365,960
SALT LAKE,WJD056,SALT LAKE: WJD056,271,223,508
SALT LAKE,WJD057,SALT LAKE: WJD057,56,41,101
SALT LAKE,WJD058,SALT LAKE: WJD058,479,302,828
SALT LAKE,WJD059,SALT LAKE: WJD059,246,202,474
SALT LAKE,WJD060,SALT LAKE: WJD060,385,304,746
SALT LAKE,WJD061,SALT LAKE: WJD061,496,298,846
SALT LAKE,WJD062,SALT LAKE: WJD062,212,237,472
SALT LAKE,WJD063,SALT LAKE: WJD063,372,295,700
SALT LAKE,WJD064,SALT LAKE: WJD064,283,219,544
SALT LAKE,WJD065,SALT LAKE: WJD065,253,228,508
SALT LAKE,WJD066,SALT LAKE: WJD066,434,415,896
SALT LAKE,WJD067,SALT LAKE: WJD067,265,257,555
SALT LAKE,WJD068,SALT LAKE: WJD068,410,322,788
SALT LAKE,WJD069,SALT LAKE: WJD069,354,230,629
SALT LAKE,WJD070,SALT LAKE: WJD070,365,270,692
SALT LAKE,WJD071,SALT LAKE: WJD071,231,210,470
SALT LAKE,WJD072,SALT LAKE: WJD072,272,228,528
SALT LAKE,WJD073,SALT LAKE: WJD073,353,324,703
SALT LAKE,WJD074,SALT LAKE: WJD074,34,22,59
SALT LAKE,WJD075,SALT LAKE: WJD075,1,2,3
SALT LAKE,WJD076,SALT LAKE: WJD076,0,0,0
SALT LAKE,WJD077,SALT LAKE: WJD077,5,4,9
SALT LAKE,WJD078,SALT LAKE: WJD078,1,1,2
SALT LAKE,WJD079,SALT LAKE: WJD079,208,167,406
SALT LAKE,WJD080,SALT LAKE: WJD080,35,61,104
SALT LAKE,WJD081,SALT LAKE: WJD081,89,96,207
SALT LAKE,WJD082,SALT LAKE: WJD082,0,0,0
SALT LAKE,WJD901,SALT LAKE: WJD901,0,0,0
SALT LAKE,WJD902,SALT LAKE: WJD902,0,0,0
SALT LAKE,WJD903,SALT LAKE: WJD903,1,0,1
SALT LAKE,WJD904,SALT LAKE: WJD904,0,0,0
SALT LAKE,WJD905,SALT LAKE: WJD905,0,0,0
SALT LAKE,WJD906,SALT LAKE: WJD906,0,0,0
SALT LAKE,WJD907,SALT LAKE: WJD907,0,0,0
SALT LAKE,WJD908,SALT LAKE: WJD908,0,0,0
SALT LAKE,WJD909,SALT LAKE: WJD909,0,0,0
SALT LAKE,WJD910,SALT LAKE: WJD910,0,0,0
SALT LAKE,WVC001,SALT LAKE: WVC001,321,270,648
SALT LAKE,WVC002,SALT LAKE: WVC002,297,338,665
SALT LAKE,WVC003,SALT LAKE: WVC003,251,350,624
SALT LAKE,WVC004,SALT LAKE: WVC004,339,512,879
SALT LAKE,WVC005,SALT LAKE: WVC005,225,309,564
SALT LAKE,WVC006,SALT LAKE: WVC006,72,112,192
SALT LAKE,WVC007,SALT LAKE: WVC007,366,429,825
SALT LAKE,WVC008,SALT LAKE: WVC008,258,345,628
SALT LAKE,WVC009,SALT LAKE: WVC009,454,516,1007
SALT LAKE,WVC010,SALT LAKE: WVC010,213,199,434
SALT LAKE,WVC011,SALT LAKE: WVC011,448,391,861
SALT LAKE,WVC012,SALT LAKE: WVC012,429,439,909
SALT LAKE,WVC013,SALT LAKE: WVC013,367,444,846
SALT LAKE,WVC014,SALT LAKE: WVC014,303,391,729
SALT LAKE,WVC015,SALT LAKE: WVC015,133,206,353
SALT LAKE,WVC016,SALT LAKE: WVC016,358,418,812
SALT LAKE,WVC017,SALT LAKE: WVC017,60,86,154
SALT LAKE,WVC018,SALT LAKE: WVC018,404,358,821
SALT LAKE,WVC019,SALT LAKE: WVC019,419,397,858
SALT LAKE,WVC020,SALT LAKE: WVC020,455,365,881
SALT LAKE,WVC021,SALT LAKE: WVC021,508,473,1037
SALT LAKE,WVC022,SALT LAKE: WVC022,170,158,344
SALT LAKE,WVC023,SALT LAKE: WVC023,488,456,984
SALT LAKE,WVC024,SALT LAKE: WVC024,346,387,772
SALT LAKE,WVC025,SALT LAKE: WVC025,290,344,661
SALT LAKE,WVC026,SALT LAKE: WVC026,75,105,185
SALT LAKE,WVC027,SALT LAKE: WVC027,118,202,332
SALT LAKE,WVC028,SALT LAKE: WVC028,42,76,121
SALT LAKE,WVC029,SALT LAKE: WVC029,148,194,364
SALT LAKE,WVC030,SALT LAKE: WVC030,230,313,568
SALT LAKE,WVC031,SALT LAKE: WVC031,21,43,66
SALT LAKE,WVC032,SALT LAKE: WVC032,191,265,473
SALT LAKE,WVC033,SALT LAKE: WVC033,457,435,941
SALT LAKE,WVC034,SALT LAKE: WVC034,253,287,565
SALT LAKE,WVC035,SALT LAKE: WVC035,8,23,37
SALT LAKE,WVC036,SALT LAKE: WVC036,412,408,863
SALT LAKE,WVC037,SALT LAKE: WVC037,130,166,305
SALT LAKE,WVC038,SALT LAKE: WVC038,339,275,633
SALT LAKE,WVC039,SALT LAKE: WVC039,195,249,467
SALT LAKE,WVC040,SALT LAKE: WVC040,393,440,877
SALT LAKE,WVC041,SALT LAKE: WVC041,138,276,418
SALT LAKE,WVC042,SALT LAKE: WVC042,299,355,683
SALT LAKE,WVC043,SALT LAKE: WVC043,231,318,571
SALT LAKE,WVC044,SALT LAKE: WVC044,372,363,766
SALT LAKE,WVC045,SALT LAKE: WVC045,372,355,772
SALT LAKE,WVC046,SALT LAKE: WVC046,185,232,434
SALT LAKE,WVC047,SALT LAKE: WVC047,233,298,558
SALT LAKE,WVC048,SALT LAKE: WVC048,399,345,787
SALT LAKE,WVC049,SALT LAKE: WVC049,351,297,695
SALT LAKE,WVC050,SALT LAKE: WVC050,184,212,411
SALT LAKE,WVC051,SALT LAKE: WVC051,465,428,933
SALT LAKE,WVC052,SALT LAKE: WVC052,204,246,468
SALT LAKE,WVC053,SALT LAKE: WVC053,418,461,917
SALT LAKE,WVC054,SALT LAKE: WVC054,160,237,414
SALT LAKE,WVC055,SALT LAKE: WVC055,279,264,569
SALT LAKE,WVC056,SALT LAKE: WVC056,349,358,739
SALT LAKE,WVC057,SALT LAKE: WVC057,298,350,674
SALT LAKE,WVC058,SALT LAKE: WVC058,389,451,882
SALT LAKE,WVC059,SALT LAKE: WVC059,313,455,801
SALT LAKE,WVC060,SALT LAKE: WVC060,99,103,208
SALT LAKE,WVC061,SALT LAKE: WVC061,63,69,136
SALT LAKE,WVC062,SALT LAKE: WVC062,427,311,770
SALT LAKE,WVC063,SALT LAKE: WVC063,435,364,837
SALT LAKE,WVC064,SALT LAKE: WVC064,70,93,169
SALT LAKE,WVC065,SALT LAKE: WVC065,65,55,125
SALT LAKE,WVC066,SALT LAKE: WVC066,55,73,132
SALT LAKE,WVC901,SALT LAKE: WVC901,2,1,3
SALT LAKE,WVC902,SALT LAKE: WVC902,0,0,0
SALT LAKE,WVC903,SALT LAKE: WVC903,1,4,5
SALT LAKE,WVC904,SALT LAKE: WVC904,0,0,0
SAN JUAN,1_1,SAN JUAN: 1_1,361,131,514
SAN JUAN,1_1_M,SAN JUAN: 1_1_M,680,150,869
SAN JUAN,1_2,SAN JUAN: 1_2,93,7,103
SAN JUAN,1_2_B,SAN JUAN: 1_2_B,526,71,627
SAN JUAN,1_3_B,SAN JUAN: 1_3_B,11,1,12
SAN JUAN,1_4,SAN JUAN: 1_4,28,1,32
SAN JUAN,1_4_B,SAN JUAN: 1_4_B,9,2,11
SAN JUAN,1_5,SAN JUAN: 1_5,58,5,63
SAN JUAN,1_S1,SAN JUAN: 1_S1,63,41,110
SAN JUAN,1_S5,SAN JUAN: 1_S5,156,46,204
SAN JUAN,2_2,SAN JUAN: 2_2,2,9,12
SAN JUAN,2_2_B,SAN JUAN: 2_2_B,304,110,427
SAN JUAN,2_3,SAN JUAN: 2_3,40,55,95
SAN JUAN,2_3_B,SAN JUAN: 2_3_B,206,59,279
SAN JUAN,2_5,SAN JUAN: 2_5,160,487,679
SAN JUAN,2_5_A,SAN JUAN: 2_5_A,48,119,175
SAN JUAN,2_5_B,SAN JUAN: 2_5_B,10,2,12
SAN JUAN,3_1,SAN JUAN: 3_1,109,24,135
SAN JUAN,3_2,SAN JUAN: 3_2,91,11,105
SAN JUAN,3_3,SAN JUAN: 3_3,213,455,689
SAN JUAN,3_3_BF,SAN JUAN: 3_3_BF,23,131,166
SAN JUAN,3_4,SAN JUAN: 3_4,212,626,859
SAN JUAN,3_4_A,SAN JUAN: 3_4_A,195,38,245
SAN JUAN,3_5,SAN JUAN: 3_5,15,0,18
SANPETE,AXT,SANPETE: AXT,136,14,154
SANPETE,CEN,SANPETE: CEN,565,56,635
SANPETE,EPH:1M,SANPETE: EPH:1M,731,187,965
SANPETE,EPH:2M,SANPETE: EPH:2M,453,121,621
SANPETE,EPH:3M,SANPETE: EPH:3M,384,84,497
SANPETE,EPH:U,SANPETE: EPH:U,314,28,355
SANPETE,FAY,SANPETE: FAY,114,7,126
SANPETE,FRV:M,SANPETE: FRV:M,541,83,659
SANPETE,FRV:U,SANPETE: FRV:U,693,126,856
SANPETE,FTG,SANPETE: FTG,493,80,606
SANPETE,GUN,SANPETE: GUN,751,102,879
SANPETE,MAN:1M,SANPETE: MAN:1M,699,116,873
SANPETE,MAN:2M,SANPETE: MAN:2M,467,71,575
SANPETE,MAN:3M,SANPETE: MAN:3M,286,25,331
SANPETE,MAY,SANPETE: MAY,257,57,331
SANPETE,MOR:M,SANPETE: MOR:M,522,87,644
SANPETE,MOR:U,SANPETE: MOR:U,186,24,219
SANPETE,MTP:1U,SANPETE: MTP:1U,224,28,269
SANPETE,MTP:2U,SANPETE: MTP:2U,257,27,302
SANPETE,MTP:1M,SANPETE: MTP:1M,783,204,1029
SANPETE,MTP:2M,SANPETE: MTP:2M,390,92,499
SANPETE,NS,SANPETE: NS,41,4,50
SANPETE,SPR:M,SANPETE: SPR:M,402,128,574
SANPETE,SPR:U,SANPETE: SPR:U,449,73,552
SANPETE,SS,SANPETE: SS,149,23,179
SANPETE,STR:M,SANPETE: STR:M,131,12,144
SANPETE,STR:U,SANPETE: STR:U,105,19,126
SANPETE,WAL,SANPETE: WAL,130,28,176
SEVIER,1,SEVIER: 1,453,41,519
SEVIER,10,SEVIER: 10,416,36,462
SEVIER,11,SEVIER: 11,418,66,499
SEVIER,12,SEVIER: 12,325,56,395
SEVIER,13,SEVIER: 13,404,57,476
SEVIER,14,SEVIER: 14,328,33,364
SEVIER,15,SEVIER: 15,413,44,470
SEVIER,16,SEVIER: 16,218,25,244
SEVIER,17,SEVIER: 17,164,14,182
SEVIER,18,SEVIER: 18,207,10,229
SEVIER,2,SEVIER: 2,577,56,650
SEVIER,20,SEVIER: 20,367,89,470
SEVIER,21,SEVIER: 21,335,72,420
SEVIER,22,SEVIER: 22,359,59,446
SEVIER,23,SEVIER: 23,497,64,582
SEVIER,24,SEVIER: 24,542,82,650
SEVIER,25,SEVIER: 25,299,58,366
SEVIER,4,SEVIER: 4,401,39,453
SEVIER,5,SEVIER: 5,538,72,623
SEVIER,6,SEVIER: 6,363,26,394
SEVIER,7,SEVIER: 7,313,26,343
SEVIER,8,SEVIER: 8,916,105,1042
SEVIER,9,SEVIER: 9,673,106,793
SUMMIT,BTNN34:25,SUMMIT: BTNN34:25,183,250,454
SUMMIT,BTNS34:10,SUMMIT: BTNS34:10,100,251,365
SUMMIT,CCRK20:10,SUMMIT: CCRK20:10,226,53,287
SUMMIT,CLN19:10,SUMMIT: CLN19:10,295,113,428
SUMMIT,CLS19:25,SUMMIT: CLS19:25,280,58,353
SUMMIT,COLN56:10,SUMMIT: COLN56:10,3,2,5
SUMMIT,DVN1:1,SUMMIT: DVN1:1,262,524,827
SUMMIT,DVS31:1,SUMMIT: DVS31:1,183,392,592
SUMMIT,ECOR46:10,SUMMIT: ECOR46:10,0,0,0
SUMMIT,ECOR46:50,SUMMIT: ECOR46:50,0,0,0
SUMMIT,FED1,SUMMIT: FED1,6,66,74
SUMMIT,FED3,SUMMIT: FED3,10,31,43
SUMMIT,FRAE28:25,SUMMIT: FRAE28:25,276,84,371
SUMMIT,FRAW28:10,SUMMIT: FRAW28:10,397,224,651
SUMMIT,GARF58:10,SUMMIT: GARF58:10,0,0,0
SUMMIT,HEE38:32,SUMMIT: HEE38:32,171,510,703
SUMMIT,HEN25:1,SUMMIT: HEN25:1,397,68,483
SUMMIT,HEW23:32,SUMMIT: HEW23:32,193,412,629
SUMMIT,HOYT18:10,SUMMIT: HOYT18:10,415,119,566
SUMMIT,IFOR49:10,SUMMIT: IFOR49:10,0,0,0
SUMMIT,JERE37:32,SUMMIT: JERE37:32,204,468,710
SUMMIT,JERW27:32,SUMMIT: JERW27:32,252,394,678
SUMMIT,KAMN12:10,SUMMIT: KAMN12:10,330,228,587
SUMMIT,KAMS12:25,SUMMIT: KAMS12:25,296,160,474
SUMMIT,KCYN43:32,SUMMIT: KCYN43:32,76,126,215
SUMMIT,KCYN43:50,SUMMIT: KCYN43:50,0,0,0
SUMMIT,LPNE9:15,SUMMIT: LPNE9:15,141,350,506
SUMMIT,LPNW9:3,SUMMIT: LPNW9:3,135,324,477
SUMMIT,MHW40:32,SUMMIT: MHW40:32,215,414,655
SUMMIT,MTCR59:10,SUMMIT: MTCR59:10,0,0,0
SUMMIT,MTRS55:25,SUMMIT: MTRS55:25,72,110,190
SUMMIT,NSN24:10,SUMMIT: NSN24:10,171,24,205
SUMMIT,OAKN14:10,SUMMIT: OAKN14:10,255,125,396
SUMMIT,OAKS14:25,SUMMIT: OAKS14:25,308,166,495
SUMMIT,OLDN32:1,SUMMIT: OLDN32:1,93,248,350
SUMMIT,OLDS2:1,SUMMIT: OLDS2:1,35,145,189
SUMMIT,PARS7:25,SUMMIT: PARS7:25,107,169,291
SUMMIT,PARW7:32,SUMMIT: PARW7:32,264,572,864
SUMMIT,PEOA15:20,SUMMIT: PEOA15:20,141,60,208
SUMMIT,PEW51:10,SUMMIT: PEW51:10,17,13,31
SUMMIT,PEW51:NS5,SUMMIT: PEW51:NS5,0,0,0
SUMMIT,PINN39:32,SUMMIT: PINN39:32,173,431,626
SUMMIT,PKMN35:1,SUMMIT: PKMN35:1,244,465,755
SUMMIT,PKMS5:1,SUMMIT: PKMS5:1,122,378,523
SUMMIT,PRG45:32,SUMMIT: PRG45:32,130,101,238
SUMMIT,PRG45:S4A,SUMMIT: PRG45:S4A,0,0,0
SUMMIT,PRG45:S4B,SUMMIT: PRG45:S4B,0,0,0
SUMMIT,PRG45:S4C,SUMMIT: PRG45:S4C,4,8,12
SUMMIT,PRM48:10,SUMMIT: PRM48:10,341,429,806
SUMMIT,PRM48:N5A,SUMMIT: PRM48:N5A,11,4,16
SUMMIT,PRM48:N5B,SUMMIT: PRM48:N5B,0,1,1
SUMMIT,PRM48:50,SUMMIT: PRM48:50,0,0,0
SUMMIT,PROS3:1,SUMMIT: PROS3:1,104,223,339
SUMMIT,QUAR6:1,SUMMIT: QUAR6:1,180,425,625
SUMMIT,RANS36:32,SUMMIT: RANS36:32,81,162,257
SUMMIT,RNDV47:10,SUMMIT: RNDV47:10,0,0,0
SUMMIT,ROCP54:10,SUMMIT: ROCP54:10,46,42,88
SUMMIT,ROCP54:S4,SUMMIT: ROCP54:S4,0,0,0
SUMMIT,RPL26:32,SUMMIT: RPL26:32,185,480,690
SUMMIT,SCRL44:31,SUMMIT: SCRL44:31,192,285,495
SUMMIT,SCRU8:31,SUMMIT: SCRU8:31,139,189,342
SUMMIT,SCRU8:NS5,SUMMIT: SCRU8:NS5,10,15,27
SUMMIT,SCRU8:50,SUMMIT: SCRU8:50,0,0,0
SUMMIT,SFCC57:10,SUMMIT: SFCC57:10,0,0,0
SUMMIT,SIDE33:1,SUMMIT: SIDE33:1,79,286,376
SUMMIT,SLVR16:32,SUMMIT: SLVR16:32,171,470,663
SUMMIT,SML42:32,SUMMIT: SML42:32,179,408,616
SUMMIT,SSE13:20,SUMMIT: SSE13:20,277,185,483
SUMMIT,SSS11:20,SUMMIT: SSS11:20,240,105,368
SUMMIT,SSW22:20,SUMMIT: SSW22:20,247,90,350
SUMMIT,SUME30:32,SUMMIT: SUME30:32,126,543,688
SUMMIT,SUMW10:32,SUMMIT: SUMW10:32,92,379,490
SUMMIT,THAY4:1,SUMMIT: THAY4:1,123,292,442
SUMMIT,UINT52:10,SUMMIT: UINT52:10,8,6,14
SUMMIT,UPIN41:32,SUMMIT: UPIN41:32,126,204,342
SUMMIT,WAGN29:32,SUMMIT: WAGN29:32,89,243,341
SUMMIT,WANE17:10,SUMMIT: WANE17:10,298,173,489
SUMMIT,WANE17:S4,SUMMIT: WANE17:S4,0,0,0
SUMMIT,WEBC21:20,SUMMIT: WEBC21:20,145,111,269
SUMMIT,WNW17:2,SUMMIT: WNW17:2,111,221,350
SUMMIT,WNW17:P4A,SUMMIT: WNW17:P4A,0,0,0
SUMMIT,WNW17:P4B,SUMMIT: WNW17:P4B,4,5,9
SUMMIT,WNW17:50,SUMMIT: WNW17:50,0,0,0
TOOELE,DG01,TOOELE: DG01,74,30,106
TOOELE,DG02,TOOELE: DG02,19,6,26
TOOELE,EC01,TOOELE: EC01,242,85,342
TOOELE,EC02:1,TOOELE: EC02:1,2,0,2
TOOELE,EC02:2,TOOELE: EC02:2,251,41,303
TOOELE,EC03:1,TOOELE: EC03:1,93,25,119
TOOELE,EC03:2,TOOELE: EC03:2,243,64,323
TOOELE,EC04:1,TOOELE: EC04:1,194,43,251
TOOELE,EC04:2,TOOELE: EC04:2,49,17,66
TOOELE,EC05,TOOELE: EC05,368,121,536
TOOELE,GV01:1,TOOELE: GV01:1,569,113,719
TOOELE,GV01:2U,TOOELE: GV01:2U,101,17,124
TOOELE,GV01:3U,TOOELE: GV01:3U,14,5,20
TOOELE,GV02:1,TOOELE: GV02:1,503,133,665
TOOELE,GV02:2,TOOELE: GV02:2,5,1,6
TOOELE,GV02:3,TOOELE: GV02:3,0,0,0
TOOELE,GV02:4,TOOELE: GV02:4,0,0,0
TOOELE,GV03,TOOELE: GV03,612,171,822
TOOELE,GV04:1,TOOELE: GV04:1,842,194,1084
TOOELE,GV04:2U,TOOELE: GV04:2U,3,0,3
TOOELE,GV04:3U,TOOELE: GV04:3U,2,0,2
TOOELE,GV05,TOOELE: GV05,553,160,746
TOOELE,GV06,TOOELE: GV06,384,79,493
TOOELE,GV07,TOOELE: GV07,656,168,860
TOOELE,GV08,TOOELE: GV08,382,81,486
TOOELE,GV09,TOOELE: GV09,397,121,539
TOOELE,GV10,TOOELE: GV10,410,73,511
TOOELE,IB01,TOOELE: IB01,28,4,35
TOOELE,LC01,TOOELE: LC01,269,111,390
TOOELE,LP01:1,TOOELE: LP01:1,2,0,2
TOOELE,LP01:2,TOOELE: LP01:2,486,183,704
TOOELE,LP02,TOOELE: LP02,568,154,762
TOOELE,RV01:1,TOOELE: RV01:1,219,44,273
TOOELE,RV01:2U,TOOELE: RV01:2U,64,9,74
TOOELE,SP01,TOOELE: SP01,440,216,702
TOOELE,SP02,TOOELE: SP02,379,255,677
TOOELE,SP03:1,TOOELE: SP03:1,361,197,586
TOOELE,SP03:2,TOOELE: SP03:2,147,62,217
TOOELE,SP04:1,TOOELE: SP04:1,568,272,876
TOOELE,SP04:2,TOOELE: SP04:2,62,6,73
TOOELE,SP05,TOOELE: SP05,434,230,703
TOOELE,SP06,TOOELE: SP06,307,264,601
TOOELE,SP07,TOOELE: SP07,392,186,605
TOOELE,SP08,TOOELE: SP08,469,246,737
TOOELE,SP09:1,TOOELE: SP09:1,279,135,444
TOOELE,SP09:2,TOOELE: SP09:2,0,0,0
TOOELE,SP09:3,TOOELE: SP09:3,1,0,1
TOOELE,SP10,TOOELE: SP10,277,160,447
TOOELE,ST01:1,TOOELE: ST01:1,140,47,194
TOOELE,ST01:2U,TOOELE: ST01:2U,9,13,24
TOOELE,ST01:3U,TOOELE: ST01:3U,32,4,37
TOOELE,ST02:1,TOOELE: ST02:1,98,21,126
TOOELE,ST02:2U,TOOELE: ST02:2U,495,73,584
TOOELE,ST02:3U,TOOELE: ST02:3U,0,0,0
TOOELE,TC01,TOOELE: TC01,412,205,653
TOOELE,TC02,TOOELE: TC02,275,200,498
TOOELE,TC03:1,TOOELE: TC03:1,553,270,856
TOOELE,TC03:2U,TOOELE: TC03:2U,9,0,10
TOOELE,TC04,TOOELE: TC04,375,255,659
TOOELE,TC05,TOOELE: TC05,403,225,651
TOOELE,TC06,TOOELE: TC06,435,209,674
TOOELE,TC07,TOOELE: TC07,342,150,507
TOOELE,TC08,TOOELE: TC08,334,193,541
TOOELE,TC09,TOOELE: TC09,425,211,674
TOOELE,TC10,TOOELE: TC10,436,247,706
TOOELE,TC11,TOOELE: TC11,475,203,724
TOOELE,TC12,TOOELE: TC12,389,197,614
TOOELE,TC13,TOOELE: TC13,472,225,719
TOOELE,TC14,TOOELE: TC14,421,260,727
TOOELE,TC15,TOOELE: TC15,656,281,980
TOOELE,TC16,TOOELE: TC16,488,193,720
TOOELE,TC17,TOOELE: TC17,470,227,732
TOOELE,TC18,TOOELE: TC18,411,241,689
TOOELE,TC19,TOOELE: TC19,453,152,630
TOOELE,TC20,TOOELE: TC20,512,225,776
TOOELE,TC21,TOOELE: TC21,544,225,816
TOOELE,TC22,TOOELE: TC22,420,221,670
TOOELE,TE01,TOOELE: TE01,36,12,51
TOOELE,VR01:1,TOOELE: VR01:1,117,16,136
TOOELE,VR01:2U,TOOELE: VR01:2U,31,5,36
TOOELE,WE01:1,TOOELE: WE01:1,87,52,143
TOOELE,WE01:2U,TOOELE: WE01:2U,3,1,4
TOOELE,WE01:3U,TOOELE: WE01:3U,1,0,1
UINTAH,AE15,UINTAH: AE15,670,69,754
UINTAH,AW22,UINTAH: AW22,519,63,599
UINTAH,AW16,UINTAH: AW16,141,32,178
UINTAH,BL19,UINTAH: BL19,649,107,772
UINTAH,DE02,UINTAH: DE02,555,43,606
UINTAH,DF07,UINTAH: DF07,200,33,239
UINTAH,DN24,UINTAH: DN24,344,29,382
UINTAH,DW03,UINTAH: DW03,514,38,565
UINTAH,FD18,UINTAH: FD18,240,140,393
UINTAH,GN23,UINTAH: GN23,547,84,644
UINTAH,GS17,UINTAH: GS17,538,79,631
UINTAH,JN01,UINTAH: JN01,471,45,527
UINTAH,LT21,UINTAH: LT21,633,46,710
UINTAH,ME06,UINTAH: ME06,674,86,788
UINTAH,MN27,UINTAH: MN27,670,59,748
UINTAH,MW25,UINTAH: MW25,522,62,605
UINTAH,NE04,UINTAH: NE04,568,65,656
UINTAH,NW28,UINTAH: NW28,425,55,497
UINTAH,SE29,UINTAH: SE29,332,55,396
UINTAH,SO05,UINTAH: SO05,624,56,698
UINTAH,SW26,UINTAH: SW26,592,60,675
UINTAH,VC08,UINTAH: VC08,471,64,546
UINTAH,VC09,UINTAH: VC09,594,93,716
UINTAH,VC10,UINTAH: VC10,541,94,669
UINTAH,VC11,UINTAH: VC11,383,85,490
UINTAH,VC12,UINTAH: VC12,418,74,518
UINTAH,VC13,UINTAH: VC13,442,105,566
UINTAH,VC14,UINTAH: VC14,250,76,338
UINTAH,WR20,UINTAH: WR20,68,50,121
UTAH,AF301,UTAH: AF301,588,228,886
UTAH,AF302,UTAH: AF302,735,232,1031
UTAH,AF303,UTAH: AF303,5,1,6
UTAH,AF304,UTAH: AF304,598,275,977
UTAH,AF305,UTAH: AF305,677,273,1046
UTAH,AF306,UTAH: AF306,571,237,888
UTAH,AF307,UTAH: AF307,96,53,169
UTAH,AF308,UTAH: AF308,585,197,854
UTAH,AF310,UTAH: AF310,649,210,916
UTAH,AF311,UTAH: AF311,354,128,524
UTAH,AF312,UTAH: AF312,641,309,1042
UTAH,AF314,UTAH: AF314,575,278,917
UTAH,AF316,UTAH: AF316,556,293,929
UTAH,AF317,UTAH: AF317,614,316,999
UTAH,AF318,UTAH: AF318,504,227,782
UTAH,AF319,UTAH: AF319,531,255,860
UTAH,AF320,UTAH: AF320,364,164,560
UTAH,AF321,UTAH: AF321,372,255,665
UTAH,AF322,UTAH: AF322,280,213,509
UTAH,AF323,UTAH: AF323,524,298,869
UTAH,AF324,UTAH: AF324,3,1,4
UTAH,AF401,UTAH: AF401,490,288,809
UTAH,AF402,UTAH: AF402,649,368,1075
UTAH,AF403,UTAH: AF403,464,176,699
UTAH,AF404,UTAH: AF404,340,147,523
UTAH,AL301,UTAH: AL301,782,257,1117
UTAH,AL302,UTAH: AL302,341,117,493
UTAH,AL303,UTAH: AL303,366,124,537
UTAH,AL304,UTAH: AL304,565,128,750
UTAH,AL305,UTAH: AL305,642,179,882
UTAH,AL306,UTAH: AL306,580,200,864
UTAH,AL307,UTAH: AL307,706,229,1003
UTAH,AL308,UTAH: AL308,453,135,654
UTAH,CF401,UTAH: CF401,217,31,251
UTAH,CH301,UTAH: CH301,574,201,831
UTAH,CH302,UTAH: CH302,376,184,596
UTAH,CH304,UTAH: CH304,540,205,812
UTAH,CH305,UTAH: CH305,737,248,1090
UTAH,CH306,UTAH: CH306,264,112,419
UTAH,CH307,UTAH: CH307,438,152,647
UTAH,CH308,UTAH: CH308,802,221,1098
UTAH,DR301,UTAH: DR301,395,262,694
UTAH,DR302,UTAH: DR302,548,416,1022
UTAH,EM401,UTAH: EM401,324,63,405
UTAH,EM402,UTAH: EM402,948,185,1193
UTAH,EM403,UTAH: EM403,665,111,804
UTAH,EM404,UTAH: EM404,494,173,710
UTAH,EM405,UTAH: EM405,637,283,977
UTAH,EM406,UTAH: EM406,658,172,871
UTAH,EM407,UTAH: EM407,495,156,686
UTAH,EM408,UTAH: EM408,489,263,801
UTAH,EM409,UTAH: EM409,442,144,614
